dataset_name,config,sub_task,llm_model,classifier,task_type,status,number_iteration,number_iteration_error,has_description,time_catalog_load,time_pipeline_generate,time_total,time_execution,train_auc,train_auc_ovo,train_auc_ovr,train_accuracy,train_f1_score,train_log_loss,train_r_squared,train_rmse,test_auc,test_auc_ovo,test_auc_ovr,test_accuracy,test_f1_score,test_log_loss,test_r_squared,test_rmse,prompt_token_count,all_token_count,operation,number_of_samples,dataset_name_orig,ID
oml_dataset_5_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,1,2,No,0.0268125534057617,27.90814113616944,16.974766969680786,0.2778441905975342,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.8017798013245033,-2.0,-2.0,0.7619047619047619,0.7591550104399905,-2.0,-2,-2,1734,3559,Gen-and-Run-Pipeline,0,Diabetes,1
oml_dataset_5_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,2,13,No,0.0268125534057617,18.94128108024597,180.06822657585144,0.2629356384277344,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.8014900662251655,-2.0,-2.0,0.7575757575757576,0.6455696202531646,-2.0,-2,-2,1734,22953,Gen-and-Run-Pipeline,0,Diabetes,1
oml_dataset_5_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,3,2,No,0.0268125534057617,23.759602308273315,16.88822650909424,0.2830290794372558,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.801365894039735,-2.0,-2.0,0.7489177489177489,0.7481545492038496,-2.0,-2,-2,1734,3583,Gen-and-Run-Pipeline,0,Diabetes,1
oml_dataset_5_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,4,5,No,0.0268125534057617,26.453081130981445,62.37655138969421,0.2698650360107422,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7990480132450332,-2.0,-2.0,0.7662337662337663,0.7662337662337663,-2.0,-2,-2,1734,8909,Gen-and-Run-Pipeline,0,Diabetes,1
oml_dataset_5_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,5,4,No,0.0268125534057617,28.002964735031128,47.00982880592346,0.2547907829284668,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7963576158940397,-2.0,-2.0,0.7489177489177489,0.7481545492038496,-2.0,-2,-2,1734,7122,Gen-and-Run-Pipeline,0,Diabetes,1
oml_dataset_5_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,6,3,No,0.0268125534057617,21.37157392501831,30.709949016571045,0.2427818775177002,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7952814569536424,-2.0,-2.0,0.7532467532467533,0.7521027787081875,-2.0,-2,-2,1734,5346,Gen-and-Run-Pipeline,0,Diabetes,1
oml_dataset_5_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,7,6,No,0.0268125534057617,17.27103567123413,73.89670872688293,0.2463443279266357,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7925082781456954,-2.0,-2.0,0.7619047619047619,0.6540880503144654,-2.0,-2,-2,1734,10408,Gen-and-Run-Pipeline,0,Diabetes,1
oml_dataset_5_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,8,4,No,0.0268125534057617,20.73928022384644,43.34479260444641,0.2770702838897705,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7903145695364238,-2.0,-2.0,0.7575757575757576,0.756838875093372,-2.0,-2,-2,1734,7004,Gen-and-Run-Pipeline,0,Diabetes,1
oml_dataset_5_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,9,4,No,0.0268125534057617,22.114113569259644,46.01620411872864,0.2647016048431396,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7901903973509933,-2.0,-2.0,0.7142857142857143,0.7142857142857143,-2.0,-2,-2,1734,7053,Gen-and-Run-Pipeline,0,Diabetes,1
oml_dataset_5_rnc,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,10,2,No,0.0268125534057617,25.51020336151123,15.621841192245483,0.252810001373291,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2,-2,0.7883692052980134,-2.0,-2.0,0.7359307359307359,0.7338219554254019,-2.0,-2,-2,1734,3569,Gen-and-Run-Pipeline,0,Diabetes,1
