dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_47_rnc,1,float,0,399482,15787,399482
oml_dataset_47_rnc,2,int,0,399482,11955,399482
oml_dataset_47_rnc,3,int,0,399482,93414,399482
oml_dataset_47_rnc,4,int,0,399482,287967,399482
oml_dataset_47_rnc,5,int,0,399482,248486,399482
oml_dataset_47_rnc,6,int,0,399482,3,399482
oml_dataset_47_rnc,7,int,0,399482,129271,399482
oml_dataset_47_rnc,8,int,0,399482,155012,399482
oml_dataset_47_rnc,9,int,0,399482,327,399482
oml_dataset_47_rnc,10,int,0,399482,82778,399482
oml_dataset_47_rnc,11,int,0,399482,3,399482
oml_dataset_47_rnc,12,bool,0,399482,2,399482
