dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
dataset_1_rnc,1,bool,0,300,2,300
dataset_1_rnc,2,int,0,300,6,300
dataset_1_rnc,3,int,0,300,2,300
dataset_1_rnc,4,int,0,300,2,300
dataset_1_rnc,5,int,0,300,2,300
dataset_1_rnc,6,int,0,300,284,300
dataset_1_rnc,7,int,0,300,61,300
dataset_1_rnc,8,int,1,299,2,300
dataset_1_rnc,9,int,1,299,3,300
dataset_1_rnc,10,int,24,276,52,300
dataset_1_rnc,11,float,29,271,50,300
dataset_1_rnc,12,int,32,268,3,300
dataset_1_rnc,13,float,33,267,81,300
dataset_1_rnc,14,int,44,256,4,300
dataset_1_rnc,15,int,47,253,6,300
dataset_1_rnc,16,int,55,245,5,300
dataset_1_rnc,17,int,56,244,4,300
dataset_1_rnc,18,int,56,244,4,300
dataset_1_rnc,19,int,58,242,40,300
dataset_1_rnc,20,float,60,240,40,300
dataset_1_rnc,21,int,69,231,4,300
dataset_1_rnc,22,int,102,198,4,300
dataset_1_rnc,23,int,104,196,3,300
dataset_1_rnc,24,int,106,194,3,300
dataset_1_rnc,25,int,118,182,5,300
dataset_1_rnc,26,int,165,135,3,300
dataset_1_rnc,27,float,198,102,37,300
dataset_1_rnc,28,float,247,53,20,300
