dataset_name,task_type,llm_model,has_description,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
airlines,binary,gpt-4-turbo,Yes,S,Random,0,1066,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,SDVC,Random,0,1127,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,SMVF,Random,0,1154,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,SSN,Random,0,1261,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,SCV,Random,0,1106,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,SDVCMVF,Random,0,1227,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,SDVCSN,Random,0,1326,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,SMVFSN,Random,0,1352,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,SMVFCV,Random,0,1197,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,SSNCV,Random,0,1305,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,ALL,Random,0,1391,1,7,0,0
airlines,binary,gpt-4-turbo,Yes,CatDB,Random,0,1403,1,7,0,0
airlines,binary,gpt-4-turbo,No,S,Random,0,1024,1,7,0,0
airlines,binary,gpt-4-turbo,No,SDVC,Random,0,1085,1,7,0,0
airlines,binary,gpt-4-turbo,No,SMVF,Random,0,1112,1,7,0,0
airlines,binary,gpt-4-turbo,No,SSN,Random,0,1219,1,7,0,0
airlines,binary,gpt-4-turbo,No,SCV,Random,0,1064,1,7,0,0
airlines,binary,gpt-4-turbo,No,SDVCMVF,Random,0,1185,1,7,0,0
airlines,binary,gpt-4-turbo,No,SDVCSN,Random,0,1284,1,7,0,0
airlines,binary,gpt-4-turbo,No,SMVFSN,Random,0,1310,1,7,0,0
airlines,binary,gpt-4-turbo,No,SMVFCV,Random,0,1155,1,7,0,0
airlines,binary,gpt-4-turbo,No,SSNCV,Random,0,1263,1,7,0,0
airlines,binary,gpt-4-turbo,No,ALL,Random,0,1349,1,7,0,0
airlines,binary,gpt-4-turbo,No,CatDB,Random,0,1361,1,7,0,0
airlines,binary,gpt-4-turbo,yes,CAAFE,Random,10,10580,0,0,0,0
airlines,binary,gpt-4-turbo,no,CAAFE,Random,10,10290,0,0,0,0
