dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_93_rnc,1,int,0,61878,50,61878
oml_dataset_93_rnc,2,int,0,61878,47,61878
oml_dataset_93_rnc,3,int,0,61878,28,61878
oml_dataset_93_rnc,4,int,0,61878,35,61878
oml_dataset_93_rnc,5,int,0,61878,42,61878
oml_dataset_93_rnc,6,int,0,61878,36,61878
oml_dataset_93_rnc,7,int,0,61878,58,61878
oml_dataset_93_rnc,8,int,0,61878,72,61878
oml_dataset_93_rnc,9,int,0,61878,39,61878
oml_dataset_93_rnc,10,int,0,61878,55,61878
oml_dataset_93_rnc,11,int,0,61878,91,61878
oml_dataset_93_rnc,12,int,0,61878,9,61878
oml_dataset_93_rnc,13,int,0,61878,20,61878
oml_dataset_93_rnc,14,int,0,61878,26,61878
oml_dataset_93_rnc,15,int,0,61878,41,61878
oml_dataset_93_rnc,16,int,0,61878,26,61878
oml_dataset_93_rnc,17,int,0,61878,63,61878
oml_dataset_93_rnc,18,int,0,61878,42,61878
oml_dataset_93_rnc,19,int,0,61878,20,61878
oml_dataset_93_rnc,20,int,0,61878,39,61878
oml_dataset_93_rnc,21,int,0,61878,51,61878
oml_dataset_93_rnc,22,int,0,61878,37,61878
oml_dataset_93_rnc,23,int,0,61878,29,61878
oml_dataset_93_rnc,24,int,0,61878,39,61878
oml_dataset_93_rnc,25,int,0,61878,115,61878
oml_dataset_93_rnc,26,int,0,61878,59,61878
oml_dataset_93_rnc,27,int,0,61878,23,61878
oml_dataset_93_rnc,28,int,0,61878,77,61878
oml_dataset_93_rnc,29,int,0,61878,55,61878
oml_dataset_93_rnc,30,int,0,61878,27,61878
oml_dataset_93_rnc,31,int,0,61878,52,61878
oml_dataset_93_rnc,32,int,0,61878,18,61878
oml_dataset_93_rnc,33,int,0,61878,40,61878
oml_dataset_93_rnc,34,int,0,61878,56,61878
oml_dataset_93_rnc,35,int,0,61878,19,61878
oml_dataset_93_rnc,36,int,0,61878,28,61878
oml_dataset_93_rnc,37,int,0,61878,65,61878
oml_dataset_93_rnc,38,int,0,61878,78,61878
oml_dataset_93_rnc,39,int,0,61878,51,61878
oml_dataset_93_rnc,40,int,0,61878,21,61878
oml_dataset_93_rnc,41,int,0,61878,19,61878
oml_dataset_93_rnc,42,int,0,61878,40,61878
oml_dataset_93_rnc,43,int,0,61878,101,61878
oml_dataset_93_rnc,44,int,0,61878,48,61878
oml_dataset_93_rnc,45,int,0,61878,42,61878
oml_dataset_93_rnc,46,int,0,61878,25,61878
oml_dataset_93_rnc,47,int,0,61878,53,61878
oml_dataset_93_rnc,48,int,0,61878,41,61878
oml_dataset_93_rnc,49,int,0,61878,26,61878
oml_dataset_93_rnc,50,int,0,61878,32,61878
oml_dataset_93_rnc,51,int,0,61878,61,61878
oml_dataset_93_rnc,52,int,0,61878,40,61878
oml_dataset_93_rnc,53,int,0,61878,76,61878
oml_dataset_93_rnc,54,int,0,61878,31,61878
oml_dataset_93_rnc,55,int,0,61878,28,61878
oml_dataset_93_rnc,56,int,0,61878,31,61878
oml_dataset_93_rnc,57,int,0,61878,39,61878
oml_dataset_93_rnc,58,int,0,61878,66,61878
oml_dataset_93_rnc,59,int,0,61878,22,61878
oml_dataset_93_rnc,60,int,0,61878,70,61878
oml_dataset_93_rnc,61,int,0,61878,54,61878
oml_dataset_93_rnc,62,int,0,61878,28,61878
oml_dataset_93_rnc,63,int,0,61878,70,61878
oml_dataset_93_rnc,64,int,0,61878,31,61878
oml_dataset_93_rnc,65,int,0,61878,39,61878
oml_dataset_93_rnc,66,int,0,61878,24,61878
oml_dataset_93_rnc,67,int,0,61878,15,61878
oml_dataset_93_rnc,68,int,0,61878,50,61878
oml_dataset_93_rnc,69,int,0,61878,28,61878
oml_dataset_93_rnc,70,int,0,61878,37,61878
oml_dataset_93_rnc,71,int,0,61878,49,61878
oml_dataset_93_rnc,72,int,0,61878,49,61878
oml_dataset_93_rnc,73,int,0,61878,28,61878
oml_dataset_93_rnc,74,int,0,61878,30,61878
oml_dataset_93_rnc,75,int,0,61878,34,61878
oml_dataset_93_rnc,76,int,0,61878,43,61878
oml_dataset_93_rnc,77,int,0,61878,27,61878
oml_dataset_93_rnc,78,int,0,61878,31,61878
oml_dataset_93_rnc,79,int,0,61878,30,61878
oml_dataset_93_rnc,80,int,0,61878,49,61878
oml_dataset_93_rnc,81,int,0,61878,105,61878
oml_dataset_93_rnc,82,int,0,61878,21,61878
oml_dataset_93_rnc,83,int,0,61878,22,61878
oml_dataset_93_rnc,84,int,0,61878,35,61878
oml_dataset_93_rnc,85,int,0,61878,87,61878
oml_dataset_93_rnc,86,int,0,61878,57,61878
oml_dataset_93_rnc,87,int,0,61878,42,61878
oml_dataset_93_rnc,88,int,0,61878,37,61878
oml_dataset_93_rnc,89,int,0,61878,40,61878
oml_dataset_93_rnc,90,int,0,61878,15,61878
oml_dataset_93_rnc,91,int,0,61878,24,61878
oml_dataset_93_rnc,92,int,0,61878,23,61878
oml_dataset_93_rnc,93,int,0,61878,36,61878
oml_dataset_93_rnc,94,str,0,61878,9,61878
