dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_34_rnc,1,float,0,1000000,981363,1000000
oml_dataset_34_rnc,2,float,0,1000000,753198,1000000
oml_dataset_34_rnc,3,float,0,1000000,813172,1000000
oml_dataset_34_rnc,4,float,0,1000000,989417,1000000
oml_dataset_34_rnc,5,float,0,1000000,713656,1000000
oml_dataset_34_rnc,6,float,0,1000000,941681,1000000
oml_dataset_34_rnc,7,float,0,1000000,992613,1000000
oml_dataset_34_rnc,8,int,0,1000000,3,1000000
oml_dataset_34_rnc,9,int,0,1000000,6,1000000
oml_dataset_34_rnc,10,int,0,1000000,63,1000000
oml_dataset_34_rnc,11,int,0,1000000,4,1000000
oml_dataset_34_rnc,12,int,0,1000000,3,1000000
oml_dataset_34_rnc,13,int,0,1000000,2,1000000
oml_dataset_34_rnc,14,int,0,1000000,2,1000000
oml_dataset_34_rnc,15,int,0,1000000,5,1000000
oml_dataset_34_rnc,16,int,0,1000000,5,1000000
oml_dataset_34_rnc,17,int,0,1000000,4,1000000
oml_dataset_34_rnc,18,int,0,1000000,2,1000000
oml_dataset_34_rnc,19,int,0,1000000,4,1000000
oml_dataset_34_rnc,20,int,0,1000000,3,1000000
oml_dataset_34_rnc,21,int,0,1000000,4,1000000
oml_dataset_34_rnc,22,int,0,1000000,2,1000000
oml_dataset_34_rnc,23,int,0,1000000,8,1000000
oml_dataset_34_rnc,24,int,0,1000000,3,1000000
oml_dataset_34_rnc,25,int,0,1000000,3,1000000
oml_dataset_34_rnc,26,int,0,1000000,2,1000000
oml_dataset_34_rnc,27,int,0,1000000,4,1000000
oml_dataset_34_rnc,28,int,0,1000000,338,1000000
