dataset,with_dataset_description,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
KDDCup99_full,YES,S,Random,0,2997,5,18,15,4
KDDCup99_full,YES,SDVC,Random,0,3230,5,18,15,4
KDDCup99_full,YES,SMVF,Random,0,3391,5,18,15,4
KDDCup99_full,YES,SSN,Random,0,3849,5,18,15,4
KDDCup99_full,YES,SCV,Random,0,3352,5,18,15,4
KDDCup99_full,YES,SDVCMVF,Random,0,3670,5,18,15,4
KDDCup99_full,YES,SDVCSN,Random,0,4086,5,18,15,4
KDDCup99_full,YES,SMVFSN,Random,0,4246,5,18,15,4
KDDCup99_full,YES,SMVFCV,Random,0,3749,5,18,15,4
KDDCup99_full,YES,SSNCV,Random,0,4208,5,18,15,4
KDDCup99_full,YES,ALL,Random,0,4574,5,18,15,4
KDDCup99_full,YES,CatDB,Random,0,4459,5,18,15,4
KDDCup99_full,NO,S,Random,0,1249,5,18,15,4
KDDCup99_full,NO,SDVC,Random,0,1482,5,18,15,4
KDDCup99_full,NO,SMVF,Random,0,1643,5,18,15,4
KDDCup99_full,NO,SSN,Random,0,2101,5,18,15,4
KDDCup99_full,NO,SCV,Random,0,1604,5,18,15,4
KDDCup99_full,NO,SDVCMVF,Random,0,1922,5,18,15,4
KDDCup99_full,NO,SDVCSN,Random,0,2338,5,18,15,4
KDDCup99_full,NO,SMVFSN,Random,0,2498,5,18,15,4
KDDCup99_full,NO,SMVFCV,Random,0,2001,5,18,15,4
KDDCup99_full,NO,SSNCV,Random,0,2460,5,18,15,4
KDDCup99_full,NO,ALL,Random,0,2826,5,18,15,4
KDDCup99_full,NO,CatDB,Random,0,2711,5,18,15,4
