dataset_name,col_index,data_type,with_dataset_description,missing_values_count,total_values_count,distinct_values_count,number_rows
KDDCup99_full,1,str,No,0,4898431,70,4898431
KDDCup99_full,2,bool,No,0,4898431,2,4898431
KDDCup99_full,3,bool,No,0,4898431,2,4898431
KDDCup99_full,4,bool,No,0,4898431,2,4898431
KDDCup99_full,5,bool,No,0,4898431,2,4898431
KDDCup99_full,6,float,No,0,4898431,89,4898431
KDDCup99_full,7,float,No,0,4898431,72,4898431
KDDCup99_full,8,float,No,0,4898431,101,4898431
KDDCup99_full,9,float,No,0,4898431,101,4898431
KDDCup99_full,10,float,No,0,4898431,76,4898431
KDDCup99_full,11,float,No,0,4898431,101,4898431
KDDCup99_full,12,float,No,0,4898431,101,4898431
KDDCup99_full,13,float,No,0,4898431,95,4898431
KDDCup99_full,14,float,No,0,4898431,87,4898431
KDDCup99_full,15,float,No,0,4898431,101,4898431
KDDCup99_full,16,float,No,0,4898431,101,4898431
KDDCup99_full,17,float,No,0,4898431,96,4898431
KDDCup99_full,18,float,No,0,4898431,76,4898431
KDDCup99_full,19,bool,No,0,4898431,2,4898431
KDDCup99_full,20,str,No,0,4898431,3,4898431
KDDCup99_full,21,str,No,0,4898431,11,4898431
KDDCup99_full,22,str,No,0,4898431,23,4898431
KDDCup99_full,23,int,No,0,4898431,3,4898431
KDDCup99_full,24,int,No,0,4898431,6,4898431
KDDCup99_full,25,int,No,0,4898431,512,4898431
KDDCup99_full,26,int,No,0,4898431,3,4898431
KDDCup99_full,27,int,No,0,4898431,21493,4898431
KDDCup99_full,28,int,No,0,4898431,10,4898431
KDDCup99_full,29,int,No,0,4898431,98,4898431
KDDCup99_full,30,int,No,0,4898431,256,4898431
KDDCup99_full,31,float,No,0,4898431,101,4898431
KDDCup99_full,32,int,No,0,4898431,93,4898431
KDDCup99_full,33,int,No,0,4898431,7195,4898431
KDDCup99_full,34,int,No,0,4898431,9883,4898431
KDDCup99_full,35,int,No,0,4898431,256,4898431
KDDCup99_full,36,int,No,0,4898431,1,4898431
KDDCup99_full,37,int,No,0,4898431,42,4898431
KDDCup99_full,38,int,No,0,4898431,512,4898431
KDDCup99_full,39,int,No,0,4898431,30,4898431
KDDCup99_full,40,int,No,0,4898431,6,4898431
KDDCup99_full,41,int,No,0,4898431,3,4898431
KDDCup99_full,42,float,No,0,4898431,100,4898431
