dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_37_rnc,1,float,0,1000000,412917,1000000
oml_dataset_37_rnc,2,float,0,1000000,974942,1000000
oml_dataset_37_rnc,3,float,0,1000000,113321,1000000
oml_dataset_37_rnc,4,float,0,1000000,974969,1000000
oml_dataset_37_rnc,5,str,0,1000000,2,1000000
oml_dataset_37_rnc,6,str,0,1000000,9,1000000
oml_dataset_37_rnc,7,str,0,1000000,20,1000000
oml_dataset_37_rnc,8,str,0,1000000,5,1000000
oml_dataset_37_rnc,9,int,0,1000000,61,1000000
oml_dataset_37_rnc,10,int,0,1000000,30,1000000
