dataset_name,task_type,llm_model,has_description,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
Census-Augmented,binary,gpt-4-turbo,Yes,S,Random,0,1423,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,SDVC,Random,0,1524,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,SMVF,Random,0,1574,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,SSN,Random,0,1640,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,SCV,Random,0,1511,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,SDVCMVF,Random,0,1694,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,SDVCSN,Random,0,1745,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,SMVFSN,Random,0,1794,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,SMVFCV,Random,0,1665,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,SSNCV,Random,0,1732,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,ALL,Random,0,1891,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,Yes,CatDB,Random,0,1838,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,S,Random,0,1065,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,SDVC,Random,0,1166,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,SMVF,Random,0,1216,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,SSN,Random,0,1282,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,SCV,Random,0,1153,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,SDVCMVF,Random,0,1336,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,SDVCSN,Random,0,1387,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,SMVFSN,Random,0,1436,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,SMVFCV,Random,0,1307,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,SSNCV,Random,0,1374,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,ALL,Random,0,1533,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,No,CatDB,Random,0,1480,0,0,6,9
Census-Augmented,binary,gpt-4-turbo,yes,CAAFE,Random,10,18450,0,0,0,0
Census-Augmented,binary,gpt-4-turbo,no,CAAFE,Random,10,15010,0,0,0,0
