dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_84_rnc,1,str,0,110393,7,110393
oml_dataset_84_rnc,2,int,0,110393,562,110393
oml_dataset_84_rnc,3,int,0,110393,253,110393
oml_dataset_84_rnc,4,int,0,110393,487,110393
oml_dataset_84_rnc,5,int,0,110393,361,110393
oml_dataset_84_rnc,6,int,0,110393,195,110393
oml_dataset_84_rnc,7,int,0,110393,57,110393
oml_dataset_84_rnc,8,int,0,110393,5276,110393
oml_dataset_84_rnc,9,int,0,110393,155,110393
oml_dataset_84_rnc,10,int,0,110393,5343,110393
oml_dataset_84_rnc,11,int,0,110393,1769,110393
oml_dataset_84_rnc,12,bool,0,110393,2,110393
oml_dataset_84_rnc,13,bool,0,110393,2,110393
oml_dataset_84_rnc,14,bool,0,110393,2,110393
oml_dataset_84_rnc,15,bool,0,110393,2,110393
oml_dataset_84_rnc,16,bool,0,110393,2,110393
oml_dataset_84_rnc,17,bool,0,110393,2,110393
oml_dataset_84_rnc,18,bool,0,110393,2,110393
oml_dataset_84_rnc,19,bool,0,110393,2,110393
oml_dataset_84_rnc,20,bool,0,110393,2,110393
oml_dataset_84_rnc,21,bool,0,110393,2,110393
oml_dataset_84_rnc,22,bool,0,110393,2,110393
oml_dataset_84_rnc,23,bool,0,110393,2,110393
oml_dataset_84_rnc,24,bool,0,110393,2,110393
oml_dataset_84_rnc,25,bool,0,110393,2,110393
oml_dataset_84_rnc,26,bool,0,110393,2,110393
oml_dataset_84_rnc,27,bool,0,110393,2,110393
oml_dataset_84_rnc,28,bool,0,110393,2,110393
oml_dataset_84_rnc,29,bool,0,110393,2,110393
oml_dataset_84_rnc,30,bool,0,110393,2,110393
oml_dataset_84_rnc,31,bool,0,110393,2,110393
oml_dataset_84_rnc,32,bool,0,110393,2,110393
oml_dataset_84_rnc,33,bool,0,110393,2,110393
oml_dataset_84_rnc,34,bool,0,110393,2,110393
oml_dataset_84_rnc,35,bool,0,110393,2,110393
oml_dataset_84_rnc,36,bool,0,110393,2,110393
oml_dataset_84_rnc,37,bool,0,110393,2,110393
oml_dataset_84_rnc,38,bool,0,110393,2,110393
oml_dataset_84_rnc,39,bool,0,110393,2,110393
oml_dataset_84_rnc,40,bool,0,110393,2,110393
oml_dataset_84_rnc,41,bool,0,110393,2,110393
oml_dataset_84_rnc,42,bool,0,110393,2,110393
oml_dataset_84_rnc,43,bool,0,110393,2,110393
oml_dataset_84_rnc,44,bool,0,110393,2,110393
oml_dataset_84_rnc,45,bool,0,110393,2,110393
oml_dataset_84_rnc,46,bool,0,110393,2,110393
oml_dataset_84_rnc,47,bool,0,110393,2,110393
oml_dataset_84_rnc,48,bool,0,110393,2,110393
oml_dataset_84_rnc,49,bool,0,110393,2,110393
oml_dataset_84_rnc,50,bool,0,110393,2,110393
oml_dataset_84_rnc,51,bool,0,110393,2,110393
oml_dataset_84_rnc,52,bool,0,110393,2,110393
oml_dataset_84_rnc,53,bool,0,110393,2,110393
oml_dataset_84_rnc,54,bool,0,110393,2,110393
oml_dataset_84_rnc,55,bool,0,110393,2,110393
