dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_64_rnc,1,float,0,1000000,680464,1000000
oml_dataset_64_rnc,2,float,0,1000000,658612,1000000
oml_dataset_64_rnc,3,float,0,1000000,682437,1000000
oml_dataset_64_rnc,4,float,0,1000000,659375,1000000
oml_dataset_64_rnc,5,float,0,1000000,692166,1000000
oml_dataset_64_rnc,6,float,0,1000000,646053,1000000
oml_dataset_64_rnc,7,float,0,1000000,666360,1000000
oml_dataset_64_rnc,8,float,0,1000000,680278,1000000
oml_dataset_64_rnc,9,float,0,1000000,673853,1000000
oml_dataset_64_rnc,10,float,0,1000000,679016,1000000
oml_dataset_64_rnc,11,str,0,1000000,5,1000000
