dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
pokerhand,Conf-1,Random,0,865,0,11,0,0
pokerhand,Conf-2,Random,0,945,0,11,0,0
pokerhand,Conf-3,Random,0,984,0,11,0,0
pokerhand,Conf-4,Random,0,1160,0,11,0,0
pokerhand,Conf-5,Random,0,973,0,11,0,0
pokerhand,Conf-6,Random,0,1080,0,11,0,0
pokerhand,Conf-7,Random,0,1284,0,11,0,0
pokerhand,Conf-8,Random,0,1097,0,11,0,0
pokerhand,Conf-9,Random,0,1273,0,11,0,0
pokerhand,Conf-10,Random,0,1357,0,11,0,0
