dataset_name,task_type,llm_model,has_description,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
dionis,regression,gpt-4-turbo,Yes,S,Random,0,1772,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,SDVC,Random,0,2150,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,SMVF,Random,0,2337,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,SSN,Random,0,3504,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,SCV,Random,0,1951,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,SDVCMVF,Random,0,2780,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,SDVCSN,Random,0,3886,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,SMVFSN,Random,0,4072,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,SMVFCV,Random,0,2519,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,SSNCV,Random,0,3687,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,ALL,Random,0,4476,0,61,0,0
dionis,regression,gpt-4-turbo,Yes,CatDB,Random,0,4071,0,61,0,0
dionis,regression,gpt-4-turbo,No,S,Random,0,1296,0,61,0,0
dionis,regression,gpt-4-turbo,No,SDVC,Random,0,1674,0,61,0,0
dionis,regression,gpt-4-turbo,No,SMVF,Random,0,1861,0,61,0,0
dionis,regression,gpt-4-turbo,No,SSN,Random,0,3028,0,61,0,0
dionis,regression,gpt-4-turbo,No,SCV,Random,0,1475,0,61,0,0
dionis,regression,gpt-4-turbo,No,SDVCMVF,Random,0,2304,0,61,0,0
dionis,regression,gpt-4-turbo,No,SDVCSN,Random,0,3410,0,61,0,0
dionis,regression,gpt-4-turbo,No,SMVFSN,Random,0,3596,0,61,0,0
dionis,regression,gpt-4-turbo,No,SMVFCV,Random,0,2043,0,61,0,0
dionis,regression,gpt-4-turbo,No,SSNCV,Random,0,3211,0,61,0,0
dionis,regression,gpt-4-turbo,No,ALL,Random,0,4000,0,61,0,0
dionis,regression,gpt-4-turbo,No,CatDB,Random,0,3595,0,61,0,0
dionis,regression,gpt-4-turbo,yes,CAAFE,Random,10,52550,0,0,0,0
dionis,regression,gpt-4-turbo,no,CAAFE,Random,10,47920,0,0,0,0
