dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_5_rnc,1,str,0,5100000,2,5100000
oml_dataset_5_rnc,2,str,0,5100000,5,5100000
oml_dataset_5_rnc,3,str,0,5100000,2,5100000
oml_dataset_5_rnc,4,int,0,5100000,76,5100000
oml_dataset_5_rnc,5,int,0,5100000,19,5100000
oml_dataset_5_rnc,6,int,0,5100000,91,5100000
oml_dataset_5_rnc,7,int,0,5100000,121,5100000
oml_dataset_5_rnc,8,int,0,5100000,91,5100000
oml_dataset_5_rnc,9,int,0,5100000,34775,5100000
oml_dataset_5_rnc,10,str,2,5099998,7,5100000
oml_dataset_5_rnc,11,str,4,5099996,7,5100000
oml_dataset_5_rnc,12,str,4,5099996,41,5100000
oml_dataset_5_rnc,13,str,6,5099994,6,5100000
oml_dataset_5_rnc,14,str,23,5099977,14,5100000
oml_dataset_5_rnc,15,str,29,5099971,16,5100000
