dataset_name,col_index,data_type,with_dataset_description,missing_values_count,total_values_count,distinct_values_count,number_rows
KDDCup99,1,str,No,0,4898431,70,4898431
KDDCup99,2,bool,No,0,4898431,2,4898431
KDDCup99,3,bool,No,0,4898431,2,4898431
KDDCup99,4,bool,No,0,4898431,2,4898431
KDDCup99,5,bool,No,0,4898431,2,4898431
KDDCup99,6,float,No,0,4898431,101,4898431
KDDCup99,7,float,No,0,4898431,101,4898431
KDDCup99,8,float,No,0,4898431,101,4898431
KDDCup99,9,float,No,0,4898431,96,4898431
KDDCup99,10,float,No,0,4898431,101,4898431
KDDCup99,11,float,No,0,4898431,76,4898431
KDDCup99,12,float,No,0,4898431,100,4898431
KDDCup99,13,float,No,0,4898431,101,4898431
KDDCup99,14,float,No,0,4898431,76,4898431
KDDCup99,15,float,No,0,4898431,87,4898431
KDDCup99,16,float,No,0,4898431,101,4898431
KDDCup99,17,float,No,0,4898431,101,4898431
KDDCup99,18,float,No,0,4898431,89,4898431
KDDCup99,19,bool,No,0,4898431,2,4898431
KDDCup99,20,str,No,0,4898431,11,4898431
KDDCup99,21,str,No,0,4898431,3,4898431
KDDCup99,22,str,No,0,4898431,23,4898431
KDDCup99,23,int,No,0,4898431,6,4898431
KDDCup99,24,int,No,0,4898431,1,4898431
KDDCup99,25,int,No,0,4898431,256,4898431
KDDCup99,26,int,No,0,4898431,3,4898431
KDDCup99,27,int,No,0,4898431,256,4898431
KDDCup99,28,int,No,0,4898431,512,4898431
KDDCup99,29,int,No,0,4898431,9883,4898431
KDDCup99,30,int,No,0,4898431,3,4898431
KDDCup99,31,float,No,0,4898431,72,4898431
KDDCup99,32,int,No,0,4898431,98,4898431
KDDCup99,33,int,No,0,4898431,7195,4898431
KDDCup99,34,int,No,0,4898431,6,4898431
KDDCup99,35,int,No,0,4898431,93,4898431
KDDCup99,36,int,No,0,4898431,21493,4898431
KDDCup99,37,int,No,0,4898431,42,4898431
KDDCup99,38,int,No,0,4898431,10,4898431
KDDCup99,39,int,No,0,4898431,30,4898431
KDDCup99,40,int,No,0,4898431,512,4898431
KDDCup99,41,int,No,0,4898431,3,4898431
KDDCup99,42,float,No,0,4898431,95,4898431
