dataset_name,task_type,llm_model,has_description,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
albert,binary,gpt-4-turbo,Yes,S,Random,0,1648,1,70,8,0
albert,binary,gpt-4-turbo,Yes,SDVC,Random,0,2098,1,70,8,0
albert,binary,gpt-4-turbo,Yes,SMVF,Random,0,2375,1,70,8,0
albert,binary,gpt-4-turbo,Yes,SSN,Random,0,3704,1,70,8,0
albert,binary,gpt-4-turbo,Yes,SCV,Random,0,2151,1,70,8,0
albert,binary,gpt-4-turbo,Yes,SDVCMVF,Random,0,2908,1,70,8,0
albert,binary,gpt-4-turbo,Yes,SDVCSN,Random,0,4158,1,70,8,0
albert,binary,gpt-4-turbo,Yes,SMVFSN,Random,0,4434,1,70,8,0
albert,binary,gpt-4-turbo,Yes,SMVFCV,Random,0,2881,1,70,8,0
albert,binary,gpt-4-turbo,Yes,SSNCV,Random,0,4211,1,70,8,0
albert,binary,gpt-4-turbo,Yes,ALL,Random,0,5030,1,70,8,0
albert,binary,gpt-4-turbo,Yes,CatDB,Random,0,4605,1,70,8,0
albert,binary,gpt-4-turbo,No,S,Random,0,1378,1,70,8,0
albert,binary,gpt-4-turbo,No,SDVC,Random,0,1828,1,70,8,0
albert,binary,gpt-4-turbo,No,SMVF,Random,0,2105,1,70,8,0
albert,binary,gpt-4-turbo,No,SSN,Random,0,3434,1,70,8,0
albert,binary,gpt-4-turbo,No,SCV,Random,0,1881,1,70,8,0
albert,binary,gpt-4-turbo,No,SDVCMVF,Random,0,2638,1,70,8,0
albert,binary,gpt-4-turbo,No,SDVCSN,Random,0,3888,1,70,8,0
albert,binary,gpt-4-turbo,No,SMVFSN,Random,0,4164,1,70,8,0
albert,binary,gpt-4-turbo,No,SMVFCV,Random,0,2611,1,70,8,0
albert,binary,gpt-4-turbo,No,SSNCV,Random,0,3941,1,70,8,0
albert,binary,gpt-4-turbo,No,ALL,Random,0,4760,1,70,8,0
albert,binary,gpt-4-turbo,No,CatDB,Random,0,4335,1,70,8,0
albert,binary,gpt-4-turbo,yes,CAAFE,Random,10,58430,0,0,0,0
albert,binary,gpt-4-turbo,no,CAAFE,Random,10,55870,0,0,0,0
