dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
albert,1,int,0,425240,442,425240
albert,2,int,0,425240,229,425240
albert,3,int,0,425240,22371,425240
albert,4,int,0,425240,14,425240
albert,5,int,0,425240,225,425240
albert,6,int,0,425240,4566,425240
albert,7,int,0,425240,225,425240
albert,8,int,0,425240,10,425240
albert,9,int,0,425240,3,425240
albert,10,int,0,425240,14,425240
albert,11,int,0,425240,3539,425240
albert,12,float,0,425240,3949,425240
albert,13,int,0,425240,3099,425240
albert,14,int,0,425240,7786,425240
albert,15,int,0,425240,3103,425240
albert,16,int,0,425240,10227,425240
albert,17,int,0,425240,26,425240
albert,18,int,0,425240,3098,425240
albert,19,int,0,425240,545,425240
albert,20,int,0,425240,227,425240
albert,21,int,0,425240,545,425240
albert,22,int,0,425240,10,425240
albert,23,int,0,425240,7774,425240
albert,24,int,0,425240,26,425240
albert,25,int,0,425240,10230,425240
albert,26,int,0,425240,3103,425240
albert,27,int,0,425240,26,425240
albert,28,int,0,425240,10235,425240
albert,29,bool,0,425240,2,425240
albert,30,int,0,425240,544,425240
albert,31,int,0,425240,546,425240
albert,32,int,0,425240,22358,425240
albert,33,int,0,425240,220,425240
albert,34,int,0,425240,957,425240
albert,35,int,190,425050,174,425240
albert,36,int,193,425047,169,425240
albert,37,int,8454,416786,47036,425240
albert,38,int,15005,410235,121504,425240
albert,39,int,15078,410162,153819,425240
albert,40,int,15078,410162,27265,425240
albert,41,int,15078,410162,139751,425240
albert,42,int,15078,410162,170907,425240
albert,43,int,15078,410162,74499,425240
albert,44,int,15078,410162,121478,425240
albert,45,int,15089,410151,27181,425240
albert,46,int,15123,410117,170897,425240
albert,47,int,15684,409556,118,425240
albert,48,float,15723,409517,1161,425240
albert,49,int,15770,409470,117,425240
albert,50,float,15770,409470,1149,425240
albert,51,int,15770,409470,2492,425240
albert,52,int,15773,409467,117,425240
albert,53,float,15814,409426,1132,425240
albert,54,int,15852,409388,118,425240
albert,55,float,15875,409365,1151,425240
albert,56,int,39010,386230,26342,425240
albert,57,int,39101,386139,26380,425240
albert,58,int,50089,375151,13,425240
albert,59,int,50135,375105,13,425240
albert,60,int,79253,345987,2783,425240
albert,61,int,79362,345878,2766,425240
albert,62,float,96050,329190,122,425240
albert,63,int,96050,329190,236,425240
albert,64,int,98508,326732,1218,425240
albert,65,int,176110,249130,233,425240
albert,66,float,176110,249130,10,425240
albert,67,float,176385,248855,10,425240
albert,68,int,192501,232739,61,425240
albert,69,int,192652,232588,3,425240
albert,70,int,192674,232566,59,425240
albert,71,int,192700,232540,1654,425240
albert,72,int,192700,232540,3,425240
albert,73,int,192700,232540,60,425240
albert,74,int,318809,106431,10,425240
albert,75,int,320924,104316,132,425240
albert,76,int,320967,104273,132,425240
albert,77,int,321059,104181,136,425240
albert,78,int,321145,104095,136,425240
albert,79,int,321209,104031,133,425240
