dataset_name,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
Financial,1,float,0,552017,1340,552017
Financial,2,int,0,552017,11,552017
Financial,3,int,0,552017,76,552017
Financial,4,int,0,552017,77,552017
Financial,5,int,0,552017,76,552017
Financial,6,int,0,552017,77,552017
Financial,7,int,0,552017,1489,552017
Financial,8,int,0,552017,17,552017
Financial,9,int,0,552017,5,552017
Financial,10,int,0,552017,53,552017
Financial,11,int,0,552017,11,552017
Financial,12,int,0,552017,76,552017
Financial,13,int,0,552017,6,552017
Financial,14,int,0,552017,18300,552017
Financial,15,int,0,552017,36,552017
Financial,16,int,0,552017,191556,552017
Financial,17,int,0,552017,44,552017
Financial,18,int,0,552017,17,552017
Financial,19,int,0,552017,645,552017
Financial,20,int,0,552017,44,552017
Financial,21,int,0,552017,53,552017
Financial,22,int,0,552017,79919,552017
Financial,23,int,0,552017,36,552017
Financial,24,int,0,552017,577,552017
Financial,25,str,0,552017,3,552017
Financial,26,int,0,552017,6,552017
Financial,27,int,0,552017,682,552017
Financial,28,int,0,552017,827,552017
Financial,29,int,0,552017,1513,552017
Financial,30,float,0,552017,73,552017
Financial,31,float,0,552017,70,552017
Financial,32,float,0,552017,70,552017
Financial,33,float,0,552017,73,552017
Financial,34,str,0,552017,2,552017
Financial,35,str,0,552017,2,552017
Financial,36,str,0,552017,4,552017
Financial,37,str,0,552017,77,552017
Financial,38,int,0,552017,827,552017
Financial,39,str,0,552017,8,552017
Financial,40,str,0,552017,77,552017
Financial,41,str,0,552017,8,552017
Financial,42,str,0,552017,13,552017
Financial,43,date,0,552017,559,552017
Financial,44,int,0,552017,76,552017
Financial,45,int,0,552017,77,552017
Financial,46,int,0,552017,682,552017
Financial,47,str,0,552017,3,552017
Financial,48,date,0,552017,2156,552017
Financial,49,date,0,552017,557,552017
Financial,50,date,0,552017,792,552017
Financial,51,int,2073,549944,75,552017
Financial,52,int,2073,549944,75,552017
Financial,53,float,2073,549944,41,552017
Financial,54,float,2073,549944,41,552017
Financial,55,str,83955,468062,5,552017
Financial,56,str,110151,441866,3,552017
Financial,57,str,290073,261944,6,552017
Financial,58,int,340608,211409,1694,552017
Financial,59,str,372505,179512,13,552017
Financial,60,str,447113,104904,3,552017
Financial,61,date,447113,104904,160,552017
Financial,62,int,447113,104904,170,552017
