dataset_name,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
Etailing,1,str,0,439,2,439
Etailing,2,int,0,439,5,439
Etailing,3,str,0,439,5,439
Etailing,4,str,0,439,17,439
Etailing,5,date,0,439,438,439
Etailing,6,int,0,439,5,439
Etailing,7,int,0,439,5,439
Etailing,8,int,0,439,5,439
Etailing,9,str,0,439,8,439
Etailing,10,int,0,439,5,439
Etailing,11,int,0,439,5,439
Etailing,12,int,0,439,5,439
Etailing,13,int,0,439,5,439
Etailing,14,int,0,439,5,439
Etailing,15,int,0,439,5,439
Etailing,16,int,0,439,5,439
Etailing,17,int,0,439,5,439
Etailing,18,int,0,439,5,439
Etailing,19,int,0,439,5,439
Etailing,20,str,0,439,38,439
Etailing,21,str,0,439,5,439
Etailing,22,str,0,439,90,439
Etailing,23,int,0,439,5,439
Etailing,24,str,0,439,71,439
Etailing,25,str,0,439,256,439
Etailing,26,str,0,439,5,439
Etailing,27,int,0,439,5,439
Etailing,28,str,0,439,3,439
Etailing,29,str,0,439,8,439
Etailing,30,str,0,439,134,439
Etailing,31,str,0,439,4,439
Etailing,32,str,0,439,3,439
Etailing,33,str,0,439,14,439
Etailing,34,str,0,439,3,439
Etailing,35,str,0,439,3,439
Etailing,36,str,0,439,62,439
Etailing,37,str,0,439,12,439
Etailing,38,int,0,439,5,439
Etailing,39,int,0,439,5,439
Etailing,40,str,5,434,121,439
Etailing,41,str,5,434,420,439
Etailing,42,str,5,434,9,439
Etailing,43,str,6,433,5,439
Etailing,44,str,72,367,362,439
