dataset,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
oml_dataset_25_rnc,S,Random,0,992,0,0,6,9
oml_dataset_25_rnc,SDVC,Random,0,1093,0,0,6,9
oml_dataset_25_rnc,SMVF,Random,0,1143,0,0,6,9
oml_dataset_25_rnc,SSN,Random,0,1209,0,0,6,9
oml_dataset_25_rnc,SCV,Random,0,1080,0,0,6,9
oml_dataset_25_rnc,SDVCMVF,Random,0,1263,0,0,6,9
oml_dataset_25_rnc,SDVCSN,Random,0,1314,0,0,6,9
oml_dataset_25_rnc,SMVFSN,Random,0,1363,0,0,6,9
oml_dataset_25_rnc,SMVFCV,Random,0,1234,0,0,6,9
oml_dataset_25_rnc,SSNCV,Random,0,1301,0,0,6,9
oml_dataset_25_rnc,ALL,Random,0,1460,0,0,6,9
