dataset,with_dataset_description,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
airlines,YES,S,Random,0,1072,1,7,0,0
airlines,YES,SDVC,Random,0,1133,1,7,0,0
airlines,YES,SMVF,Random,0,1160,1,7,0,0
airlines,YES,SSN,Random,0,1267,1,7,0,0
airlines,YES,SCV,Random,0,1112,1,7,0,0
airlines,YES,SDVCMVF,Random,0,1233,1,7,0,0
airlines,YES,SDVCSN,Random,0,1332,1,7,0,0
airlines,YES,SMVFSN,Random,0,1358,1,7,0,0
airlines,YES,SMVFCV,Random,0,1203,1,7,0,0
airlines,YES,SSNCV,Random,0,1311,1,7,0,0
airlines,YES,ALL,Random,0,1397,1,7,0,0
airlines,YES,CatDB,Random,0,1409,1,7,0,0
airlines,NO,S,Random,0,1030,1,7,0,0
airlines,NO,SDVC,Random,0,1091,1,7,0,0
airlines,NO,SMVF,Random,0,1118,1,7,0,0
airlines,NO,SSN,Random,0,1225,1,7,0,0
airlines,NO,SCV,Random,0,1070,1,7,0,0
airlines,NO,SDVCMVF,Random,0,1191,1,7,0,0
airlines,NO,SDVCSN,Random,0,1290,1,7,0,0
airlines,NO,SMVFSN,Random,0,1316,1,7,0,0
airlines,NO,SMVFCV,Random,0,1161,1,7,0,0
airlines,NO,SSNCV,Random,0,1269,1,7,0,0
airlines,NO,ALL,Random,0,1355,1,7,0,0
airlines,NO,CatDB,Random,0,1367,1,7,0,0
