dataset,with_dataset_description,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
tic-tac-toe,YES,S,Random,0,1303,1,9,0,0
tic-tac-toe,YES,SDVC,Random,0,1373,1,9,0,0
tic-tac-toe,YES,SMVF,Random,0,1409,1,9,0,0
tic-tac-toe,YES,SSN,Random,0,1544,1,9,0,0
tic-tac-toe,YES,SCV,Random,0,1319,1,9,0,0
tic-tac-toe,YES,SDVCMVF,Random,0,1493,1,9,0,0
tic-tac-toe,YES,SDVCSN,Random,0,1618,1,9,0,0
tic-tac-toe,YES,SMVFSN,Random,0,1653,1,9,0,0
tic-tac-toe,YES,SMVFCV,Random,0,1428,1,9,0,0
tic-tac-toe,YES,SSNCV,Random,0,1564,1,9,0,0
tic-tac-toe,YES,ALL,Random,0,1692,1,9,0,0
tic-tac-toe,YES,CatDB,Random,0,1685,1,9,0,0
tic-tac-toe,NO,S,Random,0,1065,1,9,0,0
tic-tac-toe,NO,SDVC,Random,0,1135,1,9,0,0
tic-tac-toe,NO,SMVF,Random,0,1171,1,9,0,0
tic-tac-toe,NO,SSN,Random,0,1306,1,9,0,0
tic-tac-toe,NO,SCV,Random,0,1081,1,9,0,0
tic-tac-toe,NO,SDVCMVF,Random,0,1255,1,9,0,0
tic-tac-toe,NO,SDVCSN,Random,0,1380,1,9,0,0
tic-tac-toe,NO,SMVFSN,Random,0,1415,1,9,0,0
tic-tac-toe,NO,SMVFCV,Random,0,1190,1,9,0,0
tic-tac-toe,NO,SSNCV,Random,0,1326,1,9,0,0
tic-tac-toe,NO,ALL,Random,0,1454,1,9,0,0
tic-tac-toe,NO,CatDB,Random,0,1447,1,9,0,0
