dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
aloi,1,int,0,108000,9,108000
aloi,2,int,0,108000,7,108000
aloi,3,int,0,108000,9,108000
aloi,4,int,0,108000,8,108000
aloi,5,int,0,108000,9,108000
aloi,6,int,0,108000,10,108000
aloi,7,int,0,108000,9,108000
aloi,8,int,0,108000,9,108000
aloi,9,int,0,108000,10,108000
aloi,10,int,0,108000,7,108000
aloi,11,int,0,108000,10,108000
aloi,12,int,0,108000,10,108000
aloi,13,int,0,108000,10,108000
aloi,14,int,0,108000,9,108000
aloi,15,int,0,108000,10,108000
aloi,16,int,0,108000,4,108000
aloi,17,int,0,108000,1000,108000
aloi,18,int,0,108000,9,108000
aloi,19,int,0,108000,9,108000
aloi,20,int,0,108000,10,108000
aloi,21,int,0,108000,9,108000
aloi,22,int,0,108000,10,108000
aloi,23,int,0,108000,9,108000
aloi,24,int,0,108000,7,108000
aloi,25,int,0,108000,10,108000
aloi,26,int,0,108000,10,108000
aloi,27,int,0,108000,10,108000
aloi,28,int,0,108000,9,108000
aloi,29,int,0,108000,9,108000
aloi,30,int,0,108000,10,108000
aloi,31,int,0,108000,7,108000
aloi,32,int,0,108000,10,108000
aloi,33,int,0,108000,10,108000
aloi,34,int,0,108000,5,108000
aloi,35,int,0,108000,9,108000
aloi,36,int,0,108000,10,108000
aloi,37,int,0,108000,10,108000
aloi,38,int,0,108000,10,108000
aloi,39,int,0,108000,9,108000
aloi,40,int,0,108000,8,108000
aloi,41,int,0,108000,9,108000
aloi,42,int,0,108000,8,108000
aloi,43,int,0,108000,9,108000
aloi,44,int,0,108000,9,108000
aloi,45,int,0,108000,9,108000
aloi,46,int,0,108000,10,108000
aloi,47,int,0,108000,9,108000
aloi,48,int,0,108000,10,108000
aloi,49,int,0,108000,8,108000
aloi,50,int,0,108000,8,108000
aloi,51,int,0,108000,10,108000
aloi,52,int,0,108000,9,108000
aloi,53,int,0,108000,9,108000
aloi,54,int,0,108000,9,108000
aloi,55,int,0,108000,10,108000
aloi,56,int,0,108000,9,108000
aloi,57,int,0,108000,10,108000
aloi,58,int,0,108000,10,108000
aloi,59,int,0,108000,10,108000
aloi,60,int,0,108000,9,108000
aloi,61,int,0,108000,10,108000
aloi,62,int,0,108000,10,108000
aloi,63,int,0,108000,8,108000
aloi,64,int,0,108000,9,108000
aloi,65,int,0,108000,4,108000
aloi,66,int,0,108000,10,108000
aloi,67,int,0,108000,7,108000
aloi,68,int,0,108000,10,108000
aloi,69,int,0,108000,3,108000
aloi,70,int,0,108000,9,108000
aloi,71,int,0,108000,10,108000
aloi,72,int,0,108000,8,108000
aloi,73,int,0,108000,10,108000
aloi,74,int,0,108000,10,108000
aloi,75,int,0,108000,10,108000
aloi,76,int,0,108000,9,108000
aloi,77,int,0,108000,10,108000
aloi,78,int,0,108000,10,108000
aloi,79,int,0,108000,9,108000
aloi,80,int,0,108000,9,108000
aloi,81,int,0,108000,10,108000
aloi,82,int,0,108000,9,108000
aloi,83,int,0,108000,10,108000
aloi,84,int,0,108000,10,108000
aloi,85,int,0,108000,10,108000
aloi,86,int,0,108000,10,108000
aloi,87,int,0,108000,10,108000
aloi,88,int,0,108000,10,108000
aloi,89,int,0,108000,8,108000
aloi,90,int,0,108000,10,108000
aloi,91,int,0,108000,8,108000
aloi,92,int,0,108000,10,108000
aloi,93,int,0,108000,10,108000
aloi,94,int,0,108000,10,108000
aloi,95,int,0,108000,10,108000
aloi,96,int,0,108000,10,108000
aloi,97,int,0,108000,10,108000
aloi,98,int,0,108000,8,108000
aloi,99,int,0,108000,9,108000
aloi,100,int,0,108000,10,108000
aloi,101,int,0,108000,10,108000
aloi,102,int,0,108000,9,108000
aloi,103,int,0,108000,9,108000
aloi,104,int,0,108000,9,108000
aloi,105,int,0,108000,10,108000
aloi,106,int,0,108000,9,108000
aloi,107,int,0,108000,10,108000
aloi,108,int,0,108000,10,108000
aloi,109,int,0,108000,10,108000
aloi,110,int,0,108000,10,108000
aloi,111,int,0,108000,10,108000
aloi,112,int,0,108000,8,108000
aloi,113,int,0,108000,10,108000
aloi,114,int,0,108000,9,108000
aloi,115,int,0,108000,10,108000
aloi,116,int,0,108000,9,108000
aloi,117,int,0,108000,10,108000
aloi,118,int,0,108000,8,108000
aloi,119,int,0,108000,10,108000
aloi,120,int,0,108000,8,108000
aloi,121,int,0,108000,10,108000
aloi,122,int,0,108000,10,108000
aloi,123,int,0,108000,10,108000
aloi,124,int,0,108000,9,108000
aloi,125,int,0,108000,10,108000
aloi,126,int,0,108000,8,108000
aloi,127,int,0,108000,8,108000
aloi,128,int,0,108000,8,108000
aloi,129,int,0,108000,9,108000
