dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_68_rnc,1,int,0,829201,4,829201
oml_dataset_68_rnc,2,int,0,829201,4,829201
oml_dataset_68_rnc,3,int,0,829201,4,829201
oml_dataset_68_rnc,4,int,0,829201,4,829201
oml_dataset_68_rnc,5,int,0,829201,4,829201
oml_dataset_68_rnc,6,int,0,829201,10,829201
oml_dataset_68_rnc,7,int,0,829201,12,829201
oml_dataset_68_rnc,8,int,0,829201,13,829201
oml_dataset_68_rnc,9,int,0,829201,12,829201
oml_dataset_68_rnc,10,int,0,829201,13,829201
oml_dataset_68_rnc,11,int,0,829201,13,829201
