dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
Microsoft,1,float,0,1200192,655452,1200192
Microsoft,2,float,0,1200192,21951,1200192
Microsoft,3,float,0,1200192,280515,1200192
Microsoft,4,float,0,1200192,67228,1200192
Microsoft,5,float,0,1200192,899692,1200192
Microsoft,6,float,0,1200192,123,1200192
Microsoft,7,float,0,1200192,89847,1200192
Microsoft,8,float,0,1200192,276184,1200192
Microsoft,9,float,0,1200192,9462,1200192
Microsoft,10,float,0,1200192,945167,1200192
Microsoft,11,float,0,1200192,99016,1200192
Microsoft,12,float,0,1200192,34786,1200192
Microsoft,13,float,0,1200192,941872,1200192
Microsoft,14,float,0,1200192,854,1200192
Microsoft,15,float,0,1200192,68,1200192
Microsoft,16,float,0,1200192,67401,1200192
Microsoft,17,float,0,1200192,625056,1200192
Microsoft,18,float,0,1200192,8677,1200192
Microsoft,19,float,0,1200192,9213,1200192
Microsoft,20,float,0,1200192,139,1200192
Microsoft,21,float,0,1200192,31999,1200192
Microsoft,22,float,0,1200192,666,1200192
Microsoft,23,float,0,1200192,1373,1200192
Microsoft,24,float,0,1200192,116800,1200192
Microsoft,25,float,0,1200192,30162,1200192
Microsoft,26,float,0,1200192,94720,1200192
Microsoft,27,float,0,1200192,8887,1200192
Microsoft,28,float,0,1200192,108789,1200192
Microsoft,29,float,0,1200192,324,1200192
Microsoft,30,float,0,1200192,63890,1200192
Microsoft,31,float,0,1200192,305059,1200192
Microsoft,32,float,0,1200192,74892,1200192
Microsoft,33,float,0,1200192,242188,1200192
Microsoft,34,float,0,1200192,300,1200192
Microsoft,35,float,0,1200192,100884,1200192
Microsoft,36,float,0,1200192,661356,1200192
Microsoft,37,float,0,1200192,80924,1200192
Microsoft,38,float,0,1200192,80,1200192
Microsoft,39,float,0,1200192,27447,1200192
Microsoft,40,float,0,1200192,41428,1200192
Microsoft,41,float,0,1200192,19132,1200192
Microsoft,42,float,0,1200192,115107,1200192
Microsoft,43,float,0,1200192,4812,1200192
Microsoft,44,float,0,1200192,583371,1200192
Microsoft,45,float,0,1200192,639,1200192
Microsoft,46,float,0,1200192,953189,1200192
Microsoft,47,float,0,1200192,55303,1200192
Microsoft,48,float,0,1200192,616183,1200192
Microsoft,49,float,0,1200192,38,1200192
Microsoft,50,float,0,1200192,228653,1200192
Microsoft,51,float,0,1200192,952619,1200192
Microsoft,52,float,0,1200192,7878,1200192
Microsoft,53,float,0,1200192,2125,1200192
Microsoft,54,float,0,1200192,38005,1200192
Microsoft,55,float,0,1200192,159639,1200192
Microsoft,56,float,0,1200192,34996,1200192
Microsoft,57,float,0,1200192,130083,1200192
Microsoft,58,float,0,1200192,852,1200192
Microsoft,59,float,0,1200192,215802,1200192
Microsoft,60,float,0,1200192,470,1200192
Microsoft,61,float,0,1200192,1022469,1200192
Microsoft,62,float,0,1200192,54,1200192
Microsoft,63,float,0,1200192,43,1200192
Microsoft,64,float,0,1200192,66961,1200192
Microsoft,65,float,0,1200192,8774,1200192
Microsoft,66,float,0,1200192,2946,1200192
Microsoft,67,float,0,1200192,44050,1200192
Microsoft,68,float,0,1200192,72885,1200192
Microsoft,69,float,0,1200192,163631,1200192
Microsoft,70,float,0,1200192,36212,1200192
Microsoft,71,float,0,1200192,249263,1200192
Microsoft,72,float,0,1200192,9208,1200192
Microsoft,73,float,0,1200192,8691,1200192
Microsoft,74,float,0,1200192,8511,1200192
Microsoft,75,float,0,1200192,15520,1200192
Microsoft,76,float,0,1200192,1011588,1200192
Microsoft,77,float,0,1200192,1674,1200192
Microsoft,78,float,0,1200192,2319,1200192
Microsoft,79,float,0,1200192,1479,1200192
Microsoft,80,float,0,1200192,2561,1200192
Microsoft,81,float,0,1200192,21008,1200192
Microsoft,82,float,0,1200192,327100,1200192
Microsoft,83,float,0,1200192,68,1200192
Microsoft,84,float,0,1200192,619392,1200192
Microsoft,85,float,0,1200192,196,1200192
Microsoft,86,float,0,1200192,91823,1200192
Microsoft,87,float,0,1200192,78232,1200192
Microsoft,88,float,0,1200192,1153,1200192
Microsoft,89,float,0,1200192,1005749,1200192
Microsoft,90,float,0,1200192,223,1200192
Microsoft,91,float,0,1200192,40443,1200192
Microsoft,92,float,0,1200192,9531,1200192
Microsoft,93,float,0,1200192,540,1200192
Microsoft,94,float,0,1200192,864,1200192
Microsoft,95,float,0,1200192,69811,1200192
Microsoft,96,float,0,1200192,2597,1200192
Microsoft,97,int,0,1200192,20,1200192
Microsoft,98,int,0,1200192,5961,1200192
Microsoft,99,int,0,1200192,65102,1200192
Microsoft,100,int,0,1200192,22,1200192
Microsoft,101,int,0,1200192,29030,1200192
Microsoft,102,int,0,1200192,54,1200192
Microsoft,103,int,0,1200192,818,1200192
Microsoft,104,int,0,1200192,107,1200192
Microsoft,105,int,0,1200192,255,1200192
Microsoft,106,int,0,1200192,5326,1200192
Microsoft,107,int,0,1200192,12,1200192
Microsoft,108,int,0,1200192,17,1200192
Microsoft,109,int,0,1200192,3745,1200192
Microsoft,110,int,0,1200192,424,1200192
Microsoft,111,int,0,1200192,298,1200192
Microsoft,112,int,0,1200192,27,1200192
Microsoft,113,int,0,1200192,160,1200192
Microsoft,114,int,0,1200192,10,1200192
Microsoft,115,int,0,1200192,129,1200192
Microsoft,116,int,0,1200192,587,1200192
Microsoft,117,int,0,1200192,89,1200192
Microsoft,118,int,0,1200192,5,1200192
Microsoft,119,int,0,1200192,19,1200192
Microsoft,120,int,0,1200192,22,1200192
Microsoft,121,int,0,1200192,139,1200192
Microsoft,122,int,0,1200192,60686,1200192
Microsoft,123,int,0,1200192,226,1200192
Microsoft,124,int,0,1200192,307,1200192
Microsoft,125,int,0,1200192,627,1200192
Microsoft,126,int,0,1200192,254,1200192
Microsoft,127,int,0,1200192,13,1200192
Microsoft,128,int,0,1200192,615,1200192
Microsoft,129,int,0,1200192,50,1200192
Microsoft,130,int,0,1200192,46,1200192
Microsoft,131,int,0,1200192,797,1200192
Microsoft,132,int,0,1200192,5840,1200192
Microsoft,133,bool,0,1200192,2,1200192
Microsoft,134,bool,0,1200192,2,1200192
Microsoft,135,bool,0,1200192,2,1200192
Microsoft,136,bool,0,1200192,2,1200192
Microsoft,137,bool,0,1200192,2,1200192
