dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_33_rnc,1,float,0,1000000,993479,1000000
oml_dataset_33_rnc,2,float,0,1000000,809960,1000000
oml_dataset_33_rnc,3,float,0,1000000,981489,1000000
oml_dataset_33_rnc,4,float,0,1000000,754318,1000000
oml_dataset_33_rnc,5,float,0,1000000,942033,1000000
oml_dataset_33_rnc,6,float,0,1000000,714137,1000000
oml_dataset_33_rnc,7,float,0,1000000,990042,1000000
oml_dataset_33_rnc,8,str,0,1000000,3,1000000
oml_dataset_33_rnc,9,str,0,1000000,4,1000000
oml_dataset_33_rnc,10,str,0,1000000,5,1000000
oml_dataset_33_rnc,11,str,0,1000000,5,1000000
oml_dataset_33_rnc,12,str,0,1000000,4,1000000
oml_dataset_33_rnc,13,str,0,1000000,2,1000000
oml_dataset_33_rnc,14,str,0,1000000,3,1000000
oml_dataset_33_rnc,15,str,0,1000000,6,1000000
oml_dataset_33_rnc,16,str,0,1000000,2,1000000
oml_dataset_33_rnc,17,str,0,1000000,4,1000000
oml_dataset_33_rnc,18,str,0,1000000,3,1000000
oml_dataset_33_rnc,19,str,0,1000000,4,1000000
oml_dataset_33_rnc,20,str,0,1000000,2,1000000
oml_dataset_33_rnc,21,str,0,1000000,3,1000000
oml_dataset_33_rnc,22,str,0,1000000,4,1000000
oml_dataset_33_rnc,23,str,0,1000000,3,1000000
