dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
federal_election,1,str,0,3348209,11,3348209
federal_election,2,str,1438,3346771,7,3348209
federal_election,3,str,8657,3339552,67,3348209
federal_election,4,float,0,3348209,5221,3348209
federal_election,5,str,141,3348068,1534998,3348209
federal_election,6,str,0,3348209,26,3348209
federal_election,7,str,347264,3000945,657448,3348209
federal_election,8,str,0,3348209,3,3348209
federal_election,9,str,941013,2407196,8,3348209
federal_election,10,str,2927632,420577,16607,3348209
federal_election,11,str,3258287,89922,2,3348209
federal_election,12,str,185739,3162470,145303,3348209
federal_election,13,str,2176,3346033,27709,3348209
federal_election,14,str,3113577,234632,2543,3348209
federal_election,15,str,0,3348209,85414,3348209
federal_election,16,str,327,3347882,2999272,3348209
federal_election,17,str,0,3348209,7112,3348209
federal_election,18,int,354,3347855,967,3348209
federal_election,19,int,1,3348208,43597,3348209
federal_election,20,int,0,3348209,51675,3348209
federal_election,21,int,0,3348209,1879157,3348209
