dataset_name,task_type,llm_model,has_description,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
diabetes,binary,gpt-4-turbo,Yes,S,Random,0,1861,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,SDVC,Random,0,1926,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,SMVF,Random,0,1958,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,SSN,Random,0,2091,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,SCV,Random,0,1885,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,SDVCMVF,Random,0,2036,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,SDVCSN,Random,0,2160,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,SMVFSN,Random,0,2191,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,SMVFCV,Random,0,1985,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,SSNCV,Random,0,2119,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,ALL,Random,0,2228,1,6,2,0
diabetes,binary,gpt-4-turbo,Yes,CatDB,Random,0,2212,1,6,2,0
diabetes,binary,gpt-4-turbo,No,S,Random,0,1025,1,6,2,0
diabetes,binary,gpt-4-turbo,No,SDVC,Random,0,1090,1,6,2,0
diabetes,binary,gpt-4-turbo,No,SMVF,Random,0,1122,1,6,2,0
diabetes,binary,gpt-4-turbo,No,SSN,Random,0,1255,1,6,2,0
diabetes,binary,gpt-4-turbo,No,SCV,Random,0,1049,1,6,2,0
diabetes,binary,gpt-4-turbo,No,SDVCMVF,Random,0,1200,1,6,2,0
diabetes,binary,gpt-4-turbo,No,SDVCSN,Random,0,1324,1,6,2,0
diabetes,binary,gpt-4-turbo,No,SMVFSN,Random,0,1355,1,6,2,0
diabetes,binary,gpt-4-turbo,No,SMVFCV,Random,0,1149,1,6,2,0
diabetes,binary,gpt-4-turbo,No,SSNCV,Random,0,1283,1,6,2,0
diabetes,binary,gpt-4-turbo,No,ALL,Random,0,1392,1,6,2,0
diabetes,binary,gpt-4-turbo,No,CatDB,Random,0,1376,1,6,2,0
diabetes,binary,gpt-4-turbo,yes,CAAFE,Random,10,19030,0,0,0,0
diabetes,binary,gpt-4-turbo,no,CAAFE,Random,10,10800,0,0,0,0
