dataset_name,config,sub_task,llm_model,classifier,task_type,status,number_iteration,number_iteration_error,has_description,time_catalog_load,time_pipeline_generate,time_total,time_execution,train_auc,train_auc_ovo,train_auc_ovr,train_accuracy,train_f1_score,train_log_loss,train_r_squared,train_rmse,test_auc,test_auc_ovo,test_auc_ovr,test_accuracy,test_f1_score,test_log_loss,test_r_squared,test_rmse,prompt_token_count,all_token_count,operation,ID
Breast-w,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,1,0,Yes,0,0,303.2543015480041,303.2407343387604,0.9995993643185712,0.9995993643185712,0.9995993643185712,0.9887615114450454,-2,-2,-2,-2,0.995883162306156,0.995883162306156,0.995883162306156,0.9694121927022934,-2,-2,-2,-2,1766,3646,Run-CAAFE,1
Breast-w,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,2,0,Yes,0,0,303.2543015480041,303.2407343387604,0.9999193302814502,0.9999193302814502,0.9999193302814502,0.99247228205204,-2,-2,-2,-2,0.995838708552025,0.995838708552025,0.995838708552025,0.9694121927022934,-2,-2,-2,-2,1766,5601,Run-CAAFE,1
Breast-w,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,3,0,Yes,0,0,303.2543015480041,303.2407343387604,0.999719592062702,0.999719592062702,0.999719592062702,0.9892913967370986,-2,-2,-2,-2,0.9956525439102152,0.9956525439102152,0.9956525439102152,0.9694121927022934,-2,-2,-2,-2,1766,7680,Run-CAAFE,1
Breast-w,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,4,0,Yes,0,0,303.2543015480041,303.2407343387604,0.9998609864554164,0.9998609864554164,0.9998609864554164,0.9900340408086776,-2,-2,-2,-2,0.995712577125721,0.995712577125721,0.995712577125721,0.9703737288713457,-2,-2,-2,-2,1766,9868,Run-CAAFE,1
Breast-w,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,5,0,Yes,0,0,303.2543015480041,303.2407343387604,0.9999566898224715,0.9999566898224715,0.9999566898224715,0.9936388909816742,-2,-2,-2,-2,0.9959805594542936,0.9959805594542936,0.9959805594542936,0.9675072610378266,-2,-2,-2,-2,1766,12132,Run-CAAFE,1
Breast-w,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,6,0,Yes,0,0,303.2543015480041,303.2407343387604,0.9999675235434764,0.9999675235434764,0.9999675235434764,0.9914120584726334,-2,-2,-2,-2,0.995232184120629,0.995232184120629,0.995232184120629,0.9665638625621796,-2,-2,-2,-2,1766,14564,Run-CAAFE,1
Breast-w,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,7,0,Yes,0,0,303.2543015480041,303.2407343387604,0.999931344407364,0.999931344407364,0.999931344407364,0.9915182143449784,-2,-2,-2,-2,0.9960692627923164,0.9960692627923164,0.9960692627923164,0.9665457218885422,-2,-2,-2,-2,1766,17109,Run-CAAFE,1
Breast-w,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,8,0,Yes,0,0,303.2543015480041,303.2407343387604,0.999962604340508,0.999962604340508,0.999962604340508,0.9914120584726334,-2,-2,-2,-2,0.9958542831373152,0.9958542831373152,0.9958542831373152,0.9665457218885422,-2,-2,-2,-2,1766,19745,Run-CAAFE,1
Breast-w,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,9,0,Yes,0,0,303.2543015480041,303.2407343387604,0.9999676326566422,0.9999676326566422,0.9999676326566422,0.9916241466999054,-2,-2,-2,-2,0.995859487043136,0.995859487043136,0.995859487043136,0.9694121956825256,-2,-2,-2,-2,1766,22480,Run-CAAFE,1
Breast-w,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,1,0,Yes,0,0,95.05166339874268,95.03869318962096,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.9899041395995166,0.9899041395995166,0.9899041395995166,0.9656023293733595,-2,-2,-2,-2,1766,3646,Run-CAAFE,1
