dataset_name,config,sub_task,llm_model,classifier,task_type,status,number_iteration,number_iteration_error,has_description,time_catalog_load,time_pipeline_generate,time_total,time_execution,train_auc,train_auc_ovo,train_auc_ovr,train_accuracy,train_f1_score,train_log_loss,train_r_squared,train_rmse,test_auc,test_auc_ovo,test_auc_ovr,test_accuracy,test_f1_score,test_log_loss,test_r_squared,test_rmse,prompt_token_count,all_token_count,operation,ID
Breast-w,CatDBChain,ModelSelection,gemini-1.5-pro-latest,Auto,binary,True,1,2,Yes,0.001298189163208,14.189016580581663,12.615570306777954,0.2801792621612549,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.9821428571428572,-2.0,-2.0,0.9771428571428572,0.9692307692307692,-2.0,-2.0,-2.0,1946,3487,Gen-and-Run-Pipeline,1
Breast-w,CatDBChain,ModelSelection,gemini-1.5-pro-latest,Auto,binary,True,2,2,Yes,0.001298189163208,14.226564884185793,13.939063787460327,0.2732441425323486,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.9776785714285716,-2.0,-2.0,0.9714285714285714,0.9618320610687024,-2.0,-2.0,-2.0,1949,3510,Gen-and-Run-Pipeline,1
Breast-w,CatDBChain,ModelSelection,gemini-1.5-pro-latest,Auto,binary,True,3,1,Yes,0.001298189163208,12.638907194137571,0.3745555877685547,0.3646917343139648,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.9933390022675735,-2.0,-2.0,0.9714285714285714,0.9612403100775194,-2.0,-2.0,-2.0,1919,1919,Gen-and-Run-Pipeline,1
Breast-w,CatDBChain,ModelSelection,gemini-1.5-pro-latest,Auto,binary,True,4,1,Yes,0.001298189163208,13.479553699493408,0.3014495372772217,0.2915234565734863,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.9742063492063492,-2.0,-2.0,0.9714285714285714,0.9612403100775194,-2.0,-2.0,-2.0,1919,1919,Gen-and-Run-Pipeline,1
Breast-w,CatDBChain,ModelSelection,gemini-1.5-pro-latest,Auto,binary,True,5,1,Yes,0.001298189163208,13.803231954574583,0.3229532241821289,0.313011884689331,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.9732142857142856,-2.0,-2.0,0.9657142857142856,0.9545454545454546,-2.0,-2.0,-2.0,1959,1959,Gen-and-Run-Pipeline,1
Breast-w,CatDBChain,ModelSelection,gemini-1.5-pro-latest,Auto,binary,True,6,1,Yes,0.001298189163208,13.72406768798828,0.2737140655517578,0.2639689445495605,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.9742063492063492,-2.0,-2.0,0.9714285714285714,0.9612403100775194,-2.0,-2.0,-2.0,1892,1892,Gen-and-Run-Pipeline,1
Breast-w,CatDBChain,ModelSelection,gemini-1.5-pro-latest,Auto,binary,True,7,1,Yes,0.001298189163208,12.893078327178957,0.2755217552185058,0.2656922340393066,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.9652777777777778,-2.0,-2.0,0.96,0.9465648854961832,-2.0,-2.0,-2.0,1926,1926,Gen-and-Run-Pipeline,1
Breast-w,CatDBChain,ModelSelection,gemini-1.5-pro-latest,Auto,binary,True,8,1,Yes,0.001298189163208,11.852986812591553,0.2808949947357178,0.270993709564209,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.9821428571428572,-2.0,-2.0,0.9771428571428572,0.9692307692307692,-2.0,-2.0,-2.0,1850,1850,Gen-and-Run-Pipeline,1
Breast-w,CatDBChain,ModelSelection,gemini-1.5-pro-latest,Auto,binary,True,9,1,Yes,0.001298189163208,13.676444053649902,0.2919783592224121,0.2820825576782226,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.9662698412698412,-2.0,-2.0,0.9657142857142856,0.953125,-2.0,-2.0,-2.0,1895,1895,Gen-and-Run-Pipeline,1
Breast-w,CatDBChain,ModelSelection,gemini-1.5-pro-latest,Auto,binary,True,10,1,Yes,0.001298189163208,12.755852937698364,0.2764573097229004,0.2665462493896484,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.9821428571428572,-2.0,-2.0,0.9771428571428572,0.9692307692307692,-2.0,-2.0,-2.0,1917,1917,Gen-and-Run-Pipeline,1
