dataset_name,config,sub_task,llm_model,classifier,task_type,status,number_iteration,number_iteration_error,has_description,time_catalog_load,time_pipeline_generate,time_total,time_execution,train_auc,train_auc_ovo,train_auc_ovr,train_accuracy,train_f1_score,train_log_loss,train_r_squared,train_rmse,test_auc,test_auc_ovo,test_auc_ovr,test_accuracy,test_f1_score,test_log_loss,test_r_squared,test_rmse,prompt_token_count,all_token_count,operation,ID,dataset_name_orig
Airlines,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,1,3,Yes,0.0035910606384277,26.52862048149109,43.94697666168213,0.5842306613922119,0.989137494239535,-2.0,-2.0,0.9886666666666668,0.987696019300362,-2.0,-2.0,-2.0,0.5915791582497204,-2.0,-2.0,0.62,0.4864864864864865,-2.0,-2.0,-2.0,1652,5694,Gen-and-Run-Pipeline,6,Airlines
Airlines,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,2,1,Yes,0.0035910606384277,22.4125874042511,0.4702324867248535,0.4609048366546631,0.9996928746928748,-2.0,-2.0,0.9996666666666668,0.9996357012750456,-2.0,-2.0,-2.0,0.6040584984724285,-2.0,-2.0,0.634,0.4986301369863014,-2.0,-2.0,-2.0,1652,1652,Gen-and-Run-Pipeline,6,Airlines
Airlines,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,3,1,Yes,0.0035910606384277,29.546270608901978,0.3520586490631103,0.3431708812713623,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6066545351341424,-2.0,-2.0,0.632,0.5106382978723404,-2.0,-2.0,-2.0,1652,1652,Gen-and-Run-Pipeline,6,Airlines
Airlines,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,4,2,Yes,0.0035910606384277,17.705220460891724,13.34811282157898,0.3323016166687011,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6049934055660361,-2.0,-2.0,0.63,0.5092838196286472,-2.0,-2.0,-2.0,1652,3296,Gen-and-Run-Pipeline,6,Airlines
Airlines,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,5,2,Yes,0.0035910606384277,29.193030834198,16.586238861083984,0.3237948417663574,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.5732232591529074,-2.0,-2.0,0.602,0.4636118598382749,-2.0,-2.0,-2.0,1652,3438,Gen-and-Run-Pipeline,6,Airlines
Airlines,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,6,1,Yes,0.0035910606384277,31.587536811828613,0.5484945774078369,0.539832592010498,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6552697040017362,-2.0,-2.0,0.632,0.4972677595628415,-2.0,-2.0,-2.0,1652,1652,Gen-and-Run-Pipeline,6,Airlines
Airlines,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,7,1,Yes,0.0035910606384277,21.673919200897217,0.4116702079772949,0.4023189544677734,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6345014107080252,-2.0,-2.0,0.622,0.490566037735849,-2.0,-2.0,-2.0,1652,1652,Gen-and-Run-Pipeline,6,Airlines
Airlines,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,8,3,Yes,0.0035910606384277,28.186280965805054,40.666481733322144,0.5287742614746094,0.9999991045909412,-2.0,-2.0,0.9996666666666668,0.999635435654393,-2.0,-2.0,-2.0,0.6436334496402277,-2.0,-2.0,0.626,0.4876712328767123,-2.0,-2.0,-2.0,1652,5552,Gen-and-Run-Pipeline,6,Airlines
Airlines,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,9,10,Yes,0.0035910606384277,29.319907903671265,180.3411202430725,0.4012997150421142,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6420975308435868,-2.0,-2.0,0.63,0.5268542199488491,-2.0,-2.0,-2.0,1652,19240,Gen-and-Run-Pipeline,6,Airlines
Airlines,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,10,1,Yes,0.0035910606384277,30.5948429107666,0.5562601089477539,0.5478537082672119,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6552697040017362,-2.0,-2.0,0.632,0.4972677595628415,-2.0,-2.0,-2.0,1652,1652,Gen-and-Run-Pipeline,6,Airlines
