dataset_name,config,sub_task,llm_model,classifier,task_type,status,number_iteration,number_iteration_error,has_description,time_catalog_load,time_pipeline_generate,time_total,time_execution,train_auc,train_auc_ovo,train_auc_ovr,train_accuracy,train_f1_score,train_log_loss,train_r_squared,train_rmse,test_auc,test_auc_ovo,test_auc_ovr,test_accuracy,test_f1_score,test_log_loss,test_r_squared,test_rmse,prompt_token_count,all_token_count,operation,ID
PC1,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,1,2,Yes,0.0131187438964843,19.115761041641235,15.698155164718628,0.2837800979614258,0.9998133836831476,-2.0,-2.0,0.9951865222623344,0.9655172413793104,-2.0,-2.0,-2.0,0.8657051282051282,-2.0,-2.0,0.9388489208633094,0.2608695652173913,-2.0,-2.0,-2.0,3622,6785,Gen-and-Run-Pipeline,5
PC1,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,2,1,Yes,0.0131187438964843,19.976168870925903,0.3169684410095215,0.2925496101379394,0.9661016949152542,-2.0,-2.0,0.9951865222623344,0.9649122807017544,-2.0,-2.0,-2.0,0.9702991452991452,-2.0,-2.0,0.9928057553956836,0.9444444444444444,-2.0,-2.0,-2.0,3622,3622,Gen-and-Run-Pipeline,5
PC1,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,3,1,Yes,0.0131187438964843,19.009377479553223,1.5653178691864014,1.540771245956421,0.9974093264248703,-2.0,-2.0,0.9974093264248703,0.9974059662775616,-2.0,-2.0,-2.0,0.6570512820512819,-2.0,-2.0,0.9388489208633094,0.4137931034482758,-2.0,-2.0,-2.0,3622,3622,Gen-and-Run-Pipeline,5
PC1,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,4,3,Yes,0.0131187438964843,22.005494117736816,28.69977307319641,0.2458188533782959,0.9576271186440678,-2.0,-2.0,0.9939831528279182,0.9557522123893806,-2.0,-2.0,-2.0,0.5517094017094017,-2.0,-2.0,0.935251798561151,0.1818181818181818,-2.0,-2.0,-2.0,3622,9781,Gen-and-Run-Pipeline,5
PC1,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,5,1,Yes,0.0131187438964843,18.156747817993164,0.2976975440979004,0.2751197814941406,0.9998133836831474,-2.0,-2.0,0.9951865222623344,0.9649122807017544,-2.0,-2.0,-2.0,0.8651709401709401,-2.0,-2.0,0.9424460431654677,0.2727272727272727,-2.0,-2.0,-2.0,3622,3622,Gen-and-Run-Pipeline,5
PC1,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,6,5,Yes,0.0131187438964843,27.420397520065308,87.8997573852539,0.7680444717407227,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.5636752136752137,-2.0,-2.0,0.935251798561151,0.0,-2.0,-2.0,-2.0,3622,17467,Gen-and-Run-Pipeline,5
PC1,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,7,3,Yes,0.0131187438964843,21.409226417541504,24.93395471572876,0.2403545379638672,0.9661016949152542,-2.0,-2.0,0.9951865222623344,0.9649122807017544,-2.0,-2.0,-2.0,0.6091880341880342,-2.0,-2.0,0.946043165467626,0.3478260869565217,-2.0,-2.0,-2.0,3622,9639,Gen-and-Run-Pipeline,5
PC1,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,8,1,Yes,0.0131187438964843,14.979816913604736,0.303436279296875,0.278958797454834,0.9661016949152542,-2.0,-2.0,0.9951865222623344,0.9649122807017544,-2.0,-2.0,-2.0,0.6331196581196581,-2.0,-2.0,0.9424460431654677,0.3846153846153846,-2.0,-2.0,-2.0,3622,3622,Gen-and-Run-Pipeline,5
PC1,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,9,2,Yes,0.0131187438964843,23.546382188797,18.098816871643063,0.2784950733184814,0.9998133836831476,-2.0,-2.0,0.9939831528279182,0.9557522123893806,-2.0,-2.0,-2.0,0.8143162393162393,-2.0,-2.0,0.946043165467626,0.3478260869565217,-2.0,-2.0,-2.0,3622,6944,Gen-and-Run-Pipeline,5
PC1,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,10,1,Yes,0.0131187438964843,18.98304796218872,0.2981550693511963,0.2739408016204834,0.9998133836831474,-2.0,-2.0,0.9951865222623344,0.9655172413793104,-2.0,-2.0,-2.0,0.8510683760683762,-2.0,-2.0,0.9424460431654677,0.3333333333333333,-2.0,-2.0,-2.0,3622,3622,Gen-and-Run-Pipeline,5
