dataset_name,config,sub_task,llm_model,classifier,task_type,status,number_iteration,number_iteration_error,has_description,time_catalog_load,time_pipeline_generate,time_total,time_execution,train_auc,train_auc_ovo,train_auc_ovr,train_accuracy,train_f1_score,train_log_loss,train_r_squared,train_rmse,test_auc,test_auc_ovo,test_auc_ovr,test_accuracy,test_f1_score,test_log_loss,test_r_squared,test_rmse,prompt_token_count,all_token_count,operation,ID
Credit-g,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,1,0,Yes,0,0,538.2627761363983,538.2420392036438,0.9858920635819844,0.9858920635819844,0.9858920635819844,0.936074072122574,-2,-2,-2,-2,0.8048833618008562,0.8048833618008562,0.8048833618008562,0.7606666654348373,-2,-2,-2,-2,2377,2377,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,2,0,Yes,0,0,538.2627761363983,538.2420392036438,0.98123930045196,0.98123930045196,0.98123930045196,0.9244444489479064,-2,-2,-2,-2,0.8071276688785287,0.8071276688785287,0.8071276688785287,0.7713333308696747,-2,-2,-2,-2,2377,4975,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,3,0,Yes,0,0,538.2627761363983,538.2420392036438,0.9667172599924314,0.9667172599924314,0.9667172599924314,0.8928148120641708,-2,-2,-2,-2,0.8056435400964178,0.8056435400964178,0.8056435400964178,0.7753333330154419,-2,-2,-2,-2,2377,7646,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,4,0,Yes,0,0,538.2627761363983,538.2420392036438,0.9890448564551374,0.9890448564551374,0.9890448564551374,0.9449629604816436,-2,-2,-2,-2,0.8049079278614715,0.8049079278614715,0.8049079278614715,0.7713333368301392,-2,-2,-2,-2,2377,10392,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,5,0,Yes,0,0,538.2627761363983,538.2420392036438,0.9862649023361704,0.9862649023361704,0.9862649023361704,0.9379259258508682,-2,-2,-2,-2,0.8041081633870965,0.8041081633870965,0.8041081633870965,0.7740000069141388,-2,-2,-2,-2,2377,13228,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,6,0,Yes,0,0,538.2627761363983,538.2420392036438,0.9891011566765056,0.9891011566765056,0.9891011566765056,0.946370369195938,-2,-2,-2,-2,0.8055193437453324,0.8055193437453324,0.8055193437453324,0.772666671872139,-2,-2,-2,-2,2377,16151,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,7,0,Yes,0,0,538.2627761363983,538.2420392036438,0.9845348811481835,0.9845348811481835,0.9845348811481835,0.9340740710496902,-2,-2,-2,-2,0.8041002691776755,0.8041002691776755,0.8041002691776755,0.7719999998807907,-2,-2,-2,-2,2377,19168,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,8,0,Yes,0,0,538.2627761363983,538.2420392036438,0.9895198182924164,0.9895198182924164,0.9895198182924164,0.9460740715265274,-2,-2,-2,-2,0.8051430629588889,0.8051430629588889,0.8051430629588889,0.7700000047683716,-2,-2,-2,-2,2377,22275,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,9,0,Yes,0,0,538.2627761363983,538.2420392036438,0.9858854687692872,0.9858854687692872,0.9858854687692872,0.9359259247779846,-2,-2,-2,-2,0.8034161812606117,0.8034161812606117,0.8034161812606117,0.7746666699647904,-2,-2,-2,-2,2377,25476,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,TabPFN,binary,True,10,0,Yes,0,0,538.2627761363983,538.2420392036438,0.99141726552876,0.99141726552876,0.99141726552876,0.9505925893783568,-2,-2,-2,-2,0.8048357146240264,0.8048357146240264,0.8048357146240264,0.7733333379030227,-2,-2,-2,-2,2377,28777,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,1,0,Yes,0,0,151.03464603424072,151.01488661766052,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.7870136995193732,0.7870136995193732,0.7870136995193732,0.7559999972581863,-2,-2,-2,-2,2377,2377,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,2,0,Yes,0,0,151.03464603424072,151.01488661766052,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.7920971879784373,0.7920971879784373,0.7920971879784373,0.7486666649580002,-2,-2,-2,-2,2377,4940,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,3,0,Yes,0,0,151.03464603424072,151.01488661766052,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.8048503869002259,0.8048503869002259,0.8048503869002259,0.7600000023841857,-2,-2,-2,-2,2377,7596,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,4,0,Yes,0,0,151.03464603424072,151.01488661766052,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.7985424301523414,0.7985424301523414,0.7985424301523414,0.7579999983310699,-2,-2,-2,-2,2377,10344,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,5,0,Yes,0,0,151.03464603424072,151.01488661766052,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.7968367204086395,0.7968367204086395,0.7968367204086395,0.7540000021457672,-2,-2,-2,-2,2377,13185,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,6,0,Yes,0,0,151.03464603424072,151.01488661766052,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.7960918685148615,0.7960918685148615,0.7960918685148615,0.7560000002384186,-2,-2,-2,-2,2377,16127,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,7,0,Yes,0,0,151.03464603424072,151.01488661766052,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.7988010201955141,0.7988010201955141,0.7988010201955141,0.7540000021457672,-2,-2,-2,-2,2377,19174,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,8,0,Yes,0,0,151.03464603424072,151.01488661766052,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.801972106777314,0.801972106777314,0.801972106777314,0.7526666641235351,-2,-2,-2,-2,2377,22332,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,9,0,Yes,0,0,151.03464603424072,151.01488661766052,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.7960918685148615,0.7960918685148615,0.7960918685148615,0.7560000002384186,-2,-2,-2,-2,2377,25579,Run-CAAFE,2
Credit-g,CAAFE,,gemini-1.5-pro-latest,RandomForest,binary,True,10,0,Yes,0,0,151.03464603424072,151.01488661766052,1.0,1.0,1.0,1.0,-2,-2,-2,-2,0.8010603136216377,0.8010603136216377,0.8010603136216377,0.760000005364418,-2,-2,-2,-2,2377,28929,Run-CAAFE,2
