dataset_name,config,sub_task,llm_model,classifier,task_type,status,number_iteration,number_iteration_error,has_description,time_catalog_load,time_pipeline_generate,time_total,time_execution,train_auc,train_auc_ovo,train_auc_ovr,train_accuracy,train_f1_score,train_log_loss,train_r_squared,train_rmse,test_auc,test_auc_ovo,test_auc_ovr,test_accuracy,test_f1_score,test_log_loss,test_r_squared,test_rmse,prompt_token_count,all_token_count,operation,ID
Credit-g,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,1,1,Yes,0.0097100734710693,17.706737279891968,0.9002854824066162,0.8763713836669922,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.648056653491436,-2.0,-2.0,0.768,0.4727272727272727,-2.0,-2.0,-2.0,2177,2177,Gen-and-Run-Pipeline,2
Credit-g,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,2,2,Yes,0.0097100734710693,17.37175726890564,14.347490310668944,0.2367076873779297,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6544795783926218,-2.0,-2.0,0.756,0.4873949579831932,-2.0,-2.0,-2.0,2177,4022,Gen-and-Run-Pipeline,2
Credit-g,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,3,1,Yes,0.0097100734710693,19.87058019638061,0.2954068183898926,0.274796724319458,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.7546113306982872,-2.0,-2.0,0.784,0.55,-2.0,-2.0,-2.0,2177,2177,Gen-and-Run-Pipeline,2
Credit-g,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,4,1,Yes,0.0097100734710693,18.338988304138184,0.2908847332000732,0.2702267169952392,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.7658514492753623,-2.0,-2.0,0.736,0.4406779661016949,-2.0,-2.0,-2.0,2177,2177,Gen-and-Run-Pipeline,2
Credit-g,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,5,2,Yes,0.0097100734710693,20.078694820404053,16.111441135406494,0.2383949756622314,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6474802371541503,-2.0,-2.0,0.76,0.4736842105263157,-2.0,-2.0,-2.0,2177,4102,Gen-and-Run-Pipeline,2
Credit-g,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,6,1,Yes,0.0097100734710693,18.837311029434204,0.2543368339538574,0.233922004699707,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6983695652173912,-2.0,-2.0,0.792,0.559322033898305,-2.0,-2.0,-2.0,2177,2177,Gen-and-Run-Pipeline,2
Credit-g,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,7,2,Yes,0.0097100734710693,16.57393789291382,15.179056406021118,0.2343482971191406,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6593379446640316,-2.0,-2.0,0.756,0.4958677685950413,-2.0,-2.0,-2.0,2177,4057,Gen-and-Run-Pipeline,2
Credit-g,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,8,2,Yes,0.0097100734710693,16.658472776412964,15.424020051956177,0.2358508110046386,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6387516469038208,-2.0,-2.0,0.74,0.4628099173553719,-2.0,-2.0,-2.0,2177,4036,Gen-and-Run-Pipeline,2
Credit-g,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,9,3,Yes,0.0097100734710693,18.3620080947876,31.56939458847046,0.2357861995697021,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.634469696969697,-2.0,-2.0,0.748,0.4521739130434782,-2.0,-2.0,-2.0,2177,5809,Gen-and-Run-Pipeline,2
Credit-g,CatDB,,gemini-1.5-pro-latest,Auto,binary,True,10,1,Yes,0.0097100734710693,18.376736164093018,0.2611861228942871,0.2409217357635498,1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,-2.0,0.6983695652173912,-2.0,-2.0,0.792,0.559322033898305,-2.0,-2.0,-2.0,2177,2177,Gen-and-Run-Pipeline,2
