dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
dataset_4_rnc,1,bool,0,208,2,208
dataset_4_rnc,2,float,0,208,204,208
dataset_4_rnc,3,float,0,208,204,208
dataset_4_rnc,4,float,0,208,205,208
dataset_4_rnc,5,float,0,208,190,208
dataset_4_rnc,6,float,0,208,203,208
dataset_4_rnc,7,float,0,208,193,208
dataset_4_rnc,8,float,0,208,205,208
dataset_4_rnc,9,float,0,208,203,208
dataset_4_rnc,10,float,0,208,204,208
dataset_4_rnc,11,float,0,208,203,208
dataset_4_rnc,12,float,0,208,160,208
dataset_4_rnc,13,float,0,208,206,208
dataset_4_rnc,14,float,0,208,206,208
dataset_4_rnc,15,float,0,208,207,208
dataset_4_rnc,16,float,0,208,129,208
dataset_4_rnc,17,float,0,208,196,208
dataset_4_rnc,18,float,0,208,194,208
dataset_4_rnc,19,float,0,208,201,208
dataset_4_rnc,20,float,0,208,202,208
dataset_4_rnc,21,float,0,208,121,208
dataset_4_rnc,22,float,0,208,201,208
dataset_4_rnc,23,float,0,208,202,208
dataset_4_rnc,24,float,0,208,205,208
dataset_4_rnc,25,float,0,208,203,208
dataset_4_rnc,26,float,0,208,177,208
dataset_4_rnc,27,float,0,208,206,208
dataset_4_rnc,28,float,0,208,122,208
dataset_4_rnc,29,float,0,208,205,208
dataset_4_rnc,30,float,0,208,109,208
dataset_4_rnc,31,float,0,208,199,208
dataset_4_rnc,32,float,0,208,204,208
dataset_4_rnc,33,float,0,208,181,208
dataset_4_rnc,34,float,0,208,154,208
dataset_4_rnc,35,float,0,208,194,208
dataset_4_rnc,36,float,0,208,202,208
dataset_4_rnc,37,float,0,208,202,208
dataset_4_rnc,38,float,0,208,205,208
dataset_4_rnc,39,float,0,208,206,208
dataset_4_rnc,40,float,0,208,190,208
dataset_4_rnc,41,float,0,208,193,208
dataset_4_rnc,42,float,0,208,203,208
dataset_4_rnc,43,float,0,208,198,208
dataset_4_rnc,44,float,0,208,134,208
dataset_4_rnc,45,float,0,208,124,208
dataset_4_rnc,46,float,0,208,205,208
dataset_4_rnc,47,float,0,208,196,208
dataset_4_rnc,48,float,0,208,195,208
dataset_4_rnc,49,float,0,208,206,208
dataset_4_rnc,50,float,0,208,182,208
dataset_4_rnc,51,float,0,208,134,208
dataset_4_rnc,52,float,0,208,199,208
dataset_4_rnc,53,float,0,208,144,208
dataset_4_rnc,54,float,0,208,205,208
dataset_4_rnc,55,float,0,208,208,208
dataset_4_rnc,56,float,0,208,206,208
dataset_4_rnc,57,float,0,208,198,208
dataset_4_rnc,58,float,0,208,200,208
dataset_4_rnc,59,float,0,208,197,208
dataset_4_rnc,60,float,0,208,119,208
dataset_4_rnc,61,float,0,208,207,208
