dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_90_rnc,1,str,0,70340,57,70340
oml_dataset_90_rnc,2,str,0,70340,6,70340
oml_dataset_90_rnc,3,str,0,70340,2,70340
oml_dataset_90_rnc,4,str,0,70340,22,70340
oml_dataset_90_rnc,5,str,0,70340,2,70340
oml_dataset_90_rnc,6,str,0,70340,2130,70340
oml_dataset_90_rnc,7,str,0,70340,2,70340
oml_dataset_90_rnc,8,str,0,70340,2,70340
oml_dataset_90_rnc,9,str,0,70340,3,70340
oml_dataset_90_rnc,10,str,0,70340,2,70340
oml_dataset_90_rnc,11,str,0,70340,3,70340
oml_dataset_90_rnc,12,str,0,70340,19,70340
oml_dataset_90_rnc,13,str,0,70340,2,70340
oml_dataset_90_rnc,14,str,0,70340,605,70340
oml_dataset_90_rnc,15,str,3,70337,57,70340
oml_dataset_90_rnc,16,str,8,70332,1889,70340
oml_dataset_90_rnc,17,str,52,70288,63,70340
oml_dataset_90_rnc,18,int,434,69906,96,70340
oml_dataset_90_rnc,19,str,448,69892,888,70340
oml_dataset_90_rnc,20,str,455,69885,3830,70340
oml_dataset_90_rnc,21,str,888,69452,26,70340
