dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
delays_zurich_transport,1,float,0,5465575,131,5465575
delays_zurich_transport,2,float,0,5465575,143,5465575
delays_zurich_transport,3,float,0,5465575,4082,5465575
delays_zurich_transport,4,float,0,5465575,15,5465575
delays_zurich_transport,5,float,0,5465575,120,5465575
delays_zurich_transport,6,float,0,5465575,66,5465575
delays_zurich_transport,7,int,0,5465575,46,5465575
delays_zurich_transport,8,int,0,5465575,23,5465575
delays_zurich_transport,9,int,0,5465575,132,5465575
delays_zurich_transport,10,int,0,5465575,3,5465575
delays_zurich_transport,11,int,0,5465575,7,5465575
delays_zurich_transport,12,bool,0,5465575,2,5465575
