dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_75_rnc,1,int,0,363243,38,363243
oml_dataset_75_rnc,2,int,0,363243,28,363243
oml_dataset_75_rnc,3,int,0,363243,37,363243
oml_dataset_75_rnc,4,int,0,363243,3,363243
oml_dataset_75_rnc,5,int,0,363243,3,363243
oml_dataset_75_rnc,6,int,0,363243,3,363243
oml_dataset_75_rnc,7,int,0,363243,21,363243
oml_dataset_75_rnc,8,str,0,363243,140056,363243
oml_dataset_75_rnc,9,int,1,363242,12,363243
oml_dataset_75_rnc,10,int,2,363241,10,363243
oml_dataset_75_rnc,11,int,2,363241,11,363243
oml_dataset_75_rnc,12,int,22,363221,6,363243
oml_dataset_75_rnc,13,int,46,363197,5,363243
oml_dataset_75_rnc,14,int,62,363181,20,363243
oml_dataset_75_rnc,15,int,84,363159,9,363243
oml_dataset_75_rnc,16,int,134,363109,2,363243
oml_dataset_75_rnc,17,int,159,363084,9,363243
oml_dataset_75_rnc,18,int,163,363080,12,363243
oml_dataset_75_rnc,19,int,166,363077,3,363243
oml_dataset_75_rnc,20,int,176,363067,6,363243
oml_dataset_75_rnc,21,int,176,363067,10,363243
oml_dataset_75_rnc,22,int,184,363059,18,363243
oml_dataset_75_rnc,23,int,206,363037,5,363243
oml_dataset_75_rnc,24,int,379,362864,6,363243
oml_dataset_75_rnc,25,int,762,362481,3,363243
oml_dataset_75_rnc,26,int,1483,361760,2,363243
oml_dataset_75_rnc,27,int,5569,357674,101,363243
oml_dataset_75_rnc,28,int,5569,357674,11,363243
oml_dataset_75_rnc,29,int,35869,327374,95,363243
oml_dataset_75_rnc,30,int,35869,327374,11,363243
oml_dataset_75_rnc,31,int,39795,323448,3,363243
oml_dataset_75_rnc,32,int,43377,319866,49,363243
oml_dataset_75_rnc,33,int,43377,319866,15,363243
oml_dataset_75_rnc,34,int,43377,319866,6,363243
oml_dataset_75_rnc,35,int,43377,319866,2,363243
oml_dataset_75_rnc,36,int,43377,319866,7,363243
oml_dataset_75_rnc,37,int,43377,319866,356,363243
oml_dataset_75_rnc,38,int,43377,319866,5,363243
oml_dataset_75_rnc,39,int,43377,319866,3938,363243
oml_dataset_75_rnc,40,int,43377,319866,6,363243
oml_dataset_75_rnc,41,int,43377,319866,3,363243
oml_dataset_75_rnc,42,int,43377,319866,8,363243
oml_dataset_75_rnc,43,date,43377,319866,365,363243
oml_dataset_75_rnc,44,str,43377,319866,204,363243
oml_dataset_75_rnc,45,int,43377,319866,21,363243
oml_dataset_75_rnc,46,int,43377,319866,9,363243
oml_dataset_75_rnc,47,int,43379,319864,9,363243
oml_dataset_75_rnc,48,int,43401,319842,3,363243
oml_dataset_75_rnc,49,str,43421,319822,1439,363243
oml_dataset_75_rnc,50,int,43450,319793,82205,363243
oml_dataset_75_rnc,51,float,43450,319793,116292,363243
oml_dataset_75_rnc,52,float,43450,319793,117588,363243
oml_dataset_75_rnc,53,int,43450,319793,78609,363243
oml_dataset_75_rnc,54,int,43590,319653,6,363243
oml_dataset_75_rnc,55,int,43617,319626,8,363243
oml_dataset_75_rnc,56,int,43679,319564,6,363243
oml_dataset_75_rnc,57,int,43696,319547,3,363243
oml_dataset_75_rnc,58,int,43893,319350,5,363243
oml_dataset_75_rnc,59,int,44827,318416,3707,363243
oml_dataset_75_rnc,60,int,60709,302534,3,363243
oml_dataset_75_rnc,61,str,64485,298758,25979,363243
oml_dataset_75_rnc,62,int,69577,293666,10,363243
oml_dataset_75_rnc,63,int,92636,270607,11,363243
oml_dataset_75_rnc,64,int,93346,269897,1140,363243
oml_dataset_75_rnc,65,int,107105,256138,72,363243
oml_dataset_75_rnc,66,int,174021,189222,4,363243
oml_dataset_75_rnc,67,int,175042,188201,6,363243
