dataset,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
oml_dataset_116_rnc,1,str,0,20000,26,20000
oml_dataset_116_rnc,2,int,0,20000,16,20000
oml_dataset_116_rnc,3,int,0,20000,16,20000
oml_dataset_116_rnc,4,int,0,20000,16,20000
oml_dataset_116_rnc,5,int,0,20000,16,20000
oml_dataset_116_rnc,6,int,0,20000,16,20000
oml_dataset_116_rnc,7,int,0,20000,16,20000
oml_dataset_116_rnc,8,int,0,20000,16,20000
oml_dataset_116_rnc,9,int,0,20000,16,20000
oml_dataset_116_rnc,10,int,0,20000,16,20000
oml_dataset_116_rnc,11,int,0,20000,16,20000
oml_dataset_116_rnc,12,int,0,20000,16,20000
oml_dataset_116_rnc,13,int,0,20000,16,20000
oml_dataset_116_rnc,14,int,0,20000,16,20000
oml_dataset_116_rnc,15,int,0,20000,16,20000
oml_dataset_116_rnc,16,int,0,20000,16,20000
oml_dataset_116_rnc,17,int,0,20000,16,20000
