dataset_name,task_type,llm_model,has_description,prompt_representation_type,prompt_example_type,prompt_number_example,number_tokens,number_bool,number_int,number_float,number_string
credit-g,binary,gpt-4-turbo,Yes,S,Random,0,1404,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,SDVC,Random,0,1529,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,SMVF,Random,0,1609,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,SSN,Random,0,1873,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,SCV,Random,0,1564,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,SDVCMVF,Random,0,1759,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,SDVCSN,Random,0,2002,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,SMVFSN,Random,0,2081,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,SMVFCV,Random,0,1772,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,SSNCV,Random,0,2037,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,ALL,Random,0,2229,3,18,0,0
credit-g,binary,gpt-4-turbo,Yes,CatDB,Random,0,2164,3,18,0,0
credit-g,binary,gpt-4-turbo,No,S,Random,0,1096,3,18,0,0
credit-g,binary,gpt-4-turbo,No,SDVC,Random,0,1221,3,18,0,0
credit-g,binary,gpt-4-turbo,No,SMVF,Random,0,1301,3,18,0,0
credit-g,binary,gpt-4-turbo,No,SSN,Random,0,1565,3,18,0,0
credit-g,binary,gpt-4-turbo,No,SCV,Random,0,1256,3,18,0,0
credit-g,binary,gpt-4-turbo,No,SDVCMVF,Random,0,1451,3,18,0,0
credit-g,binary,gpt-4-turbo,No,SDVCSN,Random,0,1694,3,18,0,0
credit-g,binary,gpt-4-turbo,No,SMVFSN,Random,0,1773,3,18,0,0
credit-g,binary,gpt-4-turbo,No,SMVFCV,Random,0,1464,3,18,0,0
credit-g,binary,gpt-4-turbo,No,SSNCV,Random,0,1729,3,18,0,0
credit-g,binary,gpt-4-turbo,No,ALL,Random,0,1921,3,18,0,0
credit-g,binary,gpt-4-turbo,No,CatDB,Random,0,1856,3,18,0,0
credit-g,binary,gpt-4-turbo,yes,CAAFE,Random,10,21870,0,0,0,0
credit-g,binary,gpt-4-turbo,no,CAAFE,Random,10,18920,0,0,0,0
