dataset_name,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
Volkert,1,float,0,58310,2194,58310
Volkert,2,float,0,58310,29768,58310
Volkert,3,float,0,58310,9769,58310
Volkert,4,float,0,58310,547,58310
Volkert,5,float,0,58310,2292,58310
Volkert,6,float,0,58310,2880,58310
Volkert,7,float,0,58310,2091,58310
Volkert,8,float,0,58310,2211,58310
Volkert,9,float,0,58310,39120,58310
Volkert,10,float,0,58310,1285,58310
Volkert,11,float,0,58310,1607,58310
Volkert,12,float,0,58310,2434,58310
Volkert,13,float,0,58310,18735,58310
Volkert,14,float,0,58310,1621,58310
Volkert,15,float,0,58310,6497,58310
Volkert,16,float,0,58310,1949,58310
Volkert,17,float,0,58310,1366,58310
Volkert,18,float,0,58310,9769,58310
Volkert,19,float,0,58310,1539,58310
Volkert,20,float,0,58310,1684,58310
Volkert,21,float,0,58310,2078,58310
Volkert,22,float,0,58310,3427,58310
Volkert,23,float,0,58310,2527,58310
Volkert,24,float,0,58310,2062,58310
Volkert,25,float,0,58310,3322,58310
Volkert,26,float,0,58310,1273,58310
Volkert,27,float,0,58310,411,58310
Volkert,28,float,0,58310,2355,58310
Volkert,29,float,0,58310,1859,58310
Volkert,30,float,0,58310,775,58310
Volkert,31,float,0,58310,1535,58310
Volkert,32,float,0,58310,38716,58310
Volkert,33,float,0,58310,38849,58310
Volkert,34,float,0,58310,1873,58310
Volkert,35,float,0,58310,410,58310
Volkert,36,float,0,58310,669,58310
Volkert,37,float,0,58310,513,58310
Volkert,38,float,0,58310,2372,58310
Volkert,39,float,0,58310,8272,58310
Volkert,40,float,0,58310,2849,58310
Volkert,41,float,0,58310,3819,58310
Volkert,42,float,0,58310,1493,58310
Volkert,43,float,0,58310,3255,58310
Volkert,44,float,0,58310,2092,58310
Volkert,45,float,0,58310,1554,58310
Volkert,46,float,0,58310,1440,58310
Volkert,47,int,0,58310,1,58310
Volkert,48,int,0,58310,1,58310
Volkert,49,int,0,58310,1,58310
Volkert,50,int,0,58310,1,58310
Volkert,51,int,0,58310,1,58310
Volkert,52,int,0,58310,1,58310
Volkert,53,int,0,58310,1,58310
Volkert,54,int,0,58310,1,58310
Volkert,55,int,0,58310,1,58310
Volkert,56,int,0,58310,1,58310
Volkert,57,int,0,58310,1,58310
Volkert,58,int,0,58310,1,58310
