dataset_name,col_index,data_type,missing_values_count,total_values_count,distinct_values_count,number_rows
Nomao,1,float,0,34465,8,34465
Nomao,2,float,0,34465,21,34465
Nomao,3,float,0,34465,3,34465
Nomao,4,float,0,34465,240,34465
Nomao,5,float,0,34465,23,34465
Nomao,6,float,0,34465,3,34465
Nomao,7,float,0,34465,17,34465
Nomao,8,float,0,34465,33,34465
Nomao,9,float,0,34465,23,34465
Nomao,10,float,0,34465,5802,34465
Nomao,11,float,0,34465,140,34465
Nomao,12,float,0,34465,1726,34465
Nomao,13,float,0,34465,44,34465
Nomao,14,float,0,34465,67,34465
Nomao,15,float,0,34465,31,34465
Nomao,16,float,0,34465,1289,34465
Nomao,17,float,0,34465,120,34465
Nomao,18,float,0,34465,299,34465
Nomao,19,float,0,34465,92,34465
Nomao,20,float,0,34465,1258,34465
Nomao,21,float,0,34465,23,34465
Nomao,22,float,0,34465,5095,34465
Nomao,23,float,0,34465,136,34465
Nomao,24,float,0,34465,1852,34465
Nomao,25,float,0,34465,90,34465
Nomao,26,float,0,34465,268,34465
Nomao,27,float,0,34465,744,34465
Nomao,28,float,0,34465,1082,34465
Nomao,29,float,0,34465,929,34465
Nomao,30,float,0,34465,3136,34465
Nomao,31,int,0,34465,3,34465
Nomao,32,int,0,34465,3,34465
Nomao,33,int,0,34465,3,34465
Nomao,34,int,0,34465,3,34465
Nomao,35,int,0,34465,3,34465
Nomao,36,int,0,34465,2,34465
Nomao,37,int,0,34465,3,34465
Nomao,38,int,0,34465,3,34465
Nomao,39,int,0,34465,3,34465
Nomao,40,int,0,34465,3,34465
Nomao,41,int,0,34465,3,34465
Nomao,42,int,0,34465,3,34465
Nomao,43,int,0,34465,3,34465
Nomao,44,int,0,34465,3,34465
Nomao,45,int,0,34465,3,34465
Nomao,46,int,0,34465,3,34465
Nomao,47,int,0,34465,3,34465
Nomao,48,int,0,34465,3,34465
Nomao,49,int,0,34465,2,34465
Nomao,50,int,0,34465,3,34465
Nomao,51,int,0,34465,3,34465
Nomao,52,int,0,34465,3,34465
Nomao,53,int,0,34465,3,34465
Nomao,54,int,0,34465,3,34465
Nomao,55,int,0,34465,3,34465
Nomao,56,int,0,34465,2,34465
Nomao,57,int,0,34465,3,34465
Nomao,58,int,0,34465,3,34465
Nomao,59,int,0,34465,3,34465
Nomao,60,float,0,34465,3,34465
Nomao,61,float,0,34465,653,34465
Nomao,62,float,0,34465,79,34465
Nomao,63,float,0,34465,62,34465
Nomao,64,float,0,34465,20,34465
Nomao,65,float,0,34465,11,34465
Nomao,66,float,0,34465,4687,34465
Nomao,67,float,0,34465,183,34465
Nomao,68,float,0,34465,4771,34465
Nomao,69,float,0,34465,2044,34465
Nomao,70,float,0,34465,92,34465
Nomao,71,float,0,34465,18,34465
Nomao,72,float,0,34465,956,34465
Nomao,73,float,0,34465,43,34465
Nomao,74,float,0,34465,46,34465
Nomao,75,float,0,34465,28,34465
Nomao,76,float,0,34465,541,34465
Nomao,77,float,0,34465,339,34465
Nomao,78,float,0,34465,759,34465
Nomao,79,float,0,34465,3,34465
Nomao,80,float,0,34465,6861,34465
Nomao,81,float,0,34465,5461,34465
Nomao,82,float,0,34465,356,34465
Nomao,83,float,0,34465,2207,34465
Nomao,84,float,0,34465,28,34465
Nomao,85,float,0,34465,27,34465
Nomao,86,float,0,34465,4,34465
Nomao,87,float,0,34465,51,34465
Nomao,88,float,0,34465,3,34465
Nomao,89,float,0,34465,7,34465
Nomao,90,float,0,34465,3,34465
Nomao,91,float,0,34465,26,34465
Nomao,92,float,0,34465,72,34465
Nomao,93,float,0,34465,19,34465
Nomao,94,float,0,34465,4,34465
Nomao,95,float,0,34465,79,34465
Nomao,96,float,0,34465,1690,34465
Nomao,97,float,0,34465,43,34465
Nomao,98,float,0,34465,27,34465
Nomao,99,float,0,34465,3942,34465
Nomao,100,float,0,34465,85,34465
Nomao,101,float,0,34465,4,34465
Nomao,102,float,0,34465,4,34465
Nomao,103,float,0,34465,137,34465
Nomao,104,float,0,34465,18,34465
Nomao,105,float,0,34465,7,34465
Nomao,106,float,0,34465,29,34465
Nomao,107,float,0,34465,102,34465
Nomao,108,float,0,34465,20,34465
Nomao,109,float,0,34465,39,34465
Nomao,110,float,0,34465,3,34465
Nomao,111,float,0,34465,26,34465
Nomao,112,float,0,34465,104,34465
Nomao,113,float,0,34465,32,34465
Nomao,114,float,0,34465,242,34465
Nomao,115,float,0,34465,56,34465
Nomao,116,float,0,34465,3,34465
Nomao,117,float,0,34465,2039,34465
Nomao,118,float,0,34465,34,34465
Nomao,119,int,0,34465,3,34465
